name_short,iso,region_who,region_unicef,status_who,status_covax,status_csc,income_group,pop,pop_gen_fem,pop_gen_mal,pop_u18,pop_18p,pop_60p,pop_70per,pop_hcw,pop_old,pol_jj,pol_age_old,pol_age_old_source,del_date,del_dose_tot,del_dose_since_lm,del_cour_tot,del_cour_tot_per,del_cour_covax_prop,del_dose_jj_prop,pu_del_rem,pu_del_rem_per,pu_used_per,adm_tot_date,adm_tot_td,adm_tot_a1d,adm_tot_cps,adm_tot_cps_adj,adm_tot_pv,adm_tot_boost,adm_gen_date,adm_gen_fem_cps,adm_gen_mal_cps,adm_old_date,adm_old_target,adm_old_a1d,adm_old_cps,adm_old_cps_adj,adm_old_boost,adm_hcw_date,adm_hcw_target,adm_hcw_a1d,adm_hcw_cps,adm_hcw_cps_adj,adm_hcw_boost,dvr_4wk_td,dvr_4wk_td_per,dvr_4wk_td_max,dvr_4wk_td_max_per,dvr_4wk_cps,dvr_4wk_cps_per,dvr_4wk_td_lm,dvr_4wk_td_change_lm_trend,dvr_4wk_td_change_lm_per,cov_tot_a1d,cov_tot_cps,cov_tot_boost,cov_tot_cps_since_lm,cov_gen_fem_cps,cov_gen_mal_cps,cov_gen_diff,cov_hcw_a1d,cov_hcw_cps,cov_old_a1d,cov_old_cps,t10_status,t20_status,t40_status,t40_cour_req,t40_cour_need_del,t40_cour_need_adm,t70_status,t70_cour_req,t70_cour_need_del,t70_cour_need_adm,ct_target,ct_deadline,ct_status,fin_tot,fin_percapita,date_refresh,ri_dtp1,ri_dtp3,ri_mcv1,ri_mcv2,ri_zero_dose
Qatar,QAT,EMR,MENA,Member State,Self-financing,,HIC,2881053,733863,2196661,468199,2462329,115128,2016737.1,34325,115128,,60 and older,Region,2023-11-20,8370099,0,4185050,1.452611250122785,0.01462348120094145,0,0,0,1,2023-05-07,7609178,2852178,2852178,2852178,0,1904822,2022-12-01,652850,2105883,2023-04-01,113069,77708,76628,76628,52877,,,,,,,17.67857142857143,0.000006136149327544973,32660.80357142857,0.01133641192002666,5.214285714285714,0.000001809854145094073,26.35714285714286,Downward,-0.3292682926829269,0.9899776227650099,0.9899776227650099,0.6611547930565664,0,0.8896074607930908,0.9586745519677364,-0.0690670911746456,,,0.6749704676533945,0.6655896046139949,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,1267663,0,0,Goal met by deadline,2218411,0,0,,,Not captured,,,31/12/2023,0.99,0.98,0.99,0.99,299
Republic of Korea,KOR,WPR,EAPRO,Member State,Self-financing,,HIC,51269185,25626556,25678628,7691297,43613889,12394485,35888429.5,2080345,12394485,,60 and older,Region database,2023-11-20,178091720,0,89045860,1.736830027627707,0.01645646411860136,0.01915866723057085,24354974,0.4750411772685679,0.8632447707282517,2023-09-04,135927574,45119824,44689199,44689199,430625,33644119,,,,2024-02-01,,13618146,13557203,12394485,12391979,2024-02-01,2169079,1989045,1989045,1989045,,410.1738095240934,0.000008000396525205021,907931.2755102041,0.01770910295356176,0,0,1202.782823129424,Downward,-0.6589793255802447,0.880057367793149,0.8716580729730734,0.6562249624213843,0,,,,0.95611304855685,0.9561130485568501,1,1,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,22558441,0,0,Goal met by deadline,39477272,0,0,,,Not captured,,,31/12/2023,0.98,0.98,0.98,0.96,6113
Republic of Moldova,MDA,EUR,CEE-CIS,Member State,AMC,,UMIC,4033963,2098185,1925840,758458,3265561,782943,2823774.1,73288,782943,One dose,60 and older,TESSY - multiple,2023-11-20,2519931,0,1259966,0.3123395033618305,0.4333450267705636,0.1200032858042542,0,0,1,2023-12-23,2293086,1109524,1078961,1078961,30563,406022,,,,2024-02-01,0,350441,353046,353046,158686,2024-02-01,61917,56521,56202,59243.39267787038,38163,0,0,11533.89285714286,0.002859196491674033,0,0,21.67857142857143,Downward,-1,0.2750456560955071,0.2674692355879318,0.1006508983845415,0,,,,0.8510388717570733,0.8083641616345155,0.4509217146075768,0.4509217146075768,1) Goal met by deadline,2) Goal met after deadline,3) Goal not yet met,1774944,514978,695983,Goal not yet met,3106152,1846186,2027191,0.7,2022-12-31,Deadline past,15288023,3.789827274072668,31/12/2023,0.87,0.87,0.83,0.92,3584
Reunion,REU,AFR,,Territory or Area,,,Other,895312,465346,436350,240917,660769,170317,626718.3999999999,,170317,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stable,,,,,,,,,,,,,,,,393937,,,,689390,,,,,Not captured,,,31/12/2023,,,,,
Romania,ROU,EUR,CEE-CIS,Member State,No,,UMIC,19328838,9828590,9299182,3579103,15548671,4978849,13530186.6,412908,4978849,,,,2023-11-20,26901835,0,13450918,0.6958989464343381,0,0.1048367146702074,8099390.5,0.4190314234099329,0.6989279541711559,2023-12-23,16112261,8188137,8142363,8142363,45774,1770001,,,,2024-02-01,10052594,4627320,4613044,4613044,1331170,2024-02-01,364023,354230,341314,361907.0338520608,67172,0,0,110414.3571428571,0.005712415673557673,0,0,38.85714285714285,Downward,-1,0.4236228271973722,0.4212546558670521,0.09157306817926665,0,,,,0.9266370129898291,0.8764834632704158,0.9293955289666348,0.9265281995899052,1) Goal met by deadline,1) Goal met by deadline,2) Goal met after deadline,8504689,0,362326,Goal not yet met,14883205,1432287,6740842,,,Not captured,670155,0.03467125131888425,31/12/2023,0.95,0.86,0.86,0.75,8115
Russian Federation,RUS,EUR,CEE-CIS,Member State,No,,UMIC,145934460,78273779,67638243,31473833,114438192,33431826,102154122,5659036,33431826,,,,2023-11-20,205370528,0,102685264,0.7036395927322443,0,0,0,0,1,2023-12-23,187374508,89081596,79702396,79702396,9379200,0,,,,,,,,,,,,,,,,0,0,802690.7551020411,0.005500351014435118,0,0,0,Stable,,0.6104219387250962,0.5461519917913836,0,0,,,,,,,,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,64211162,0,0,Goal not yet met,112369534,9684270,32667138,,,Not captured,229056,0.001569581303826389,31/12/2023,0.97,0.97,0.97,0.96,44446
Rwanda,RWA,AFR,ESARO,Member State,AMC,,LIC,12952218,6748021,6528496,6068452,7208061,702617,9066552.6,46465,1435495,One dose,50 and older,Regional assumption,2023-11-20,33485024,0,16742512,1.29263667427463,0.6064526040058983,0.01677167679497557,2814462.600000001,0.2172958021552757,0.9159486163127731,2023-12-31,27322059,10884714,10399665,10399665,485049,5879013,2022-02-01,2161528,1755540,2022-03-01,,,729452,729452,,2022-05-01,,84790,84695,46465,,0,0,154334.5,0.01191568115978283,0,0,0,Stable,,0.8403745211823952,0.8029254140101718,0.4539000964931257,0,0.3203202835320163,0.2689042009063037,0.05141608262571262,1,1,,0.508153633415651,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,5698976,0,0,Goal met after deadline,9973208,0,0,0.86,2022-12-31,Deadline past,20908085,1.614247459392669,31/12/2023,0.9,0.88,0.87,0.85,3846
Saint Helena,SHN,AFR,,Territory or Area,,,Other,6071,,,,,,4249.7,,,,,,2023-11-20,8682,0,4341,0.7150387086147257,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stable,,,,,,,,,,,,,,,,2671,0,,,4675,334,,,,Not captured,,,31/12/2023,,,,,
Saint Kitts & Nevis,KNA,AMR,LACRO,Member State,Self-financing,,HIC,53192,26429,27117,11978,40926,7642,37234.39999999999,2300,7642,,,,2023-11-20,70727,0,35364,0.6648368175665513,0.3053953172718019,0,0,0,1,2023-12-29,64297,33794,27000,27000,6794,3465,,,,,,,,,,,,,,,,0,0,550.7857142857143,0.01035467202372,0,0,0,Stable,,0.6353211009174312,0.50759512708678,0.06514137464280342,0,,,,,,,,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,23404,0,0,Goal not yet met,40958,5594,13958,,,Not captured,221098,4.156602496616032,31/12/2023,0.97,0.96,0.96,0.94,12
Saint Lucia,LCA,AMR,LACRO,Member State,AMC,,UMIC,183627,93606,90795,39980,144420,28374,128538.9,740,19521,0,65 and older,Ministry of Health (via PAHO),2023-11-20,354380,0,177190,0.9649452422574022,0.6849427168576104,0.03386195609233027,195965,1.067190554765911,0.4470201478638749,2023-12-29,122977,60140,54971,54971,5169,7866,,,,,,,,,,,,,,,,0,0,750.9948979591836,0.004089784715533029,0,0,0,Stable,,0.3275117493614774,0.2993622942159922,0.04283683771994314,0,,,,,,,,1) Goal met by deadline,1) Goal met by deadline,3) Goal not yet met,80796,0,25825,Goal not yet met,141393,0,86422,0.7,2022-12-31,Deadline past,1033626,5.628943456027709,31/12/2023,0.89,0.8,0.77,0.66,21
Saint Vincent & The Grenadines,VCT,AMR,LACRO,Member State,AMC,,UMIC,110940,54949,56320,29255,82008,16824,77658,1014,16824,One dose,60 and older,eJRF - multiple,2023-11-20,309260,0,154630,1.393816477375158,0.5308154950527064,0.02328138136196081,204891,1.846863169280692,0.3374797904675677,2023-12-29,73443,37532,31632,31632,5900,4279,2022-07-01,16537,14612,2022-07-01,,4327,3622,3622,1137,2021-07-01,,649,378,378,,0,0,454.25,0.004094555615648098,0,0,0,Stable,,0.3383089958536146,0.2851270957274202,0.03857039841355688,0,0.3009517916613587,0.2594460227272727,0.04150576893408597,0.6400394477317555,0.3727810650887574,0.2571921065145031,0.2152876842605801,1) Goal met by deadline,1) Goal met by deadline,3) Goal not yet met,48814,0,17182,Goal not yet met,85424,0,53792,0.9,2022-06-30,Deadline past,1105884,9.968307193077338,31/12/2023,0.99,0.97,0.99,0.99,14
Samoa,WSM,WPR,EAPRO,Member State,AMC,,LMIC,198414,96529,103615,86450,113699,16462,138889.8,880,16462,0,60 and older,Region database,2023-11-20,514435,0,257218,1.296370215811384,0.5387453444160206,0,9861.5,0.04970163395728124,0.9808304256125653,2023-02-24,453130,191403,177954,177954,13449,82268,2021-07-01,12186,13215,2024-02-01,,15196,14246,14246,,2024-02-01,1466,2873,2669,880,1336,19.80494505494426,0.00009981626828219912,2669.625,0.01345482173636941,4.379120879120559,0.00002207062444747124,109.4450549450557,Downward,-0.8190421205883915,0.9646647917989658,0.8968822764522665,0.4146280000403197,0,0.1262418547793927,0.1275394489214882,-0.00129759414209546,1,1,0.9230956141416596,0.8653869517677074,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,87302,0,0,Goal met by deadline,152779,0,0,0.95,2022-01-04,Deadline past,3967157,19.99434011712883,31/12/2023,0.96,0.85,0.62,0.5,176
San Marino,SMR,EUR,Dev,Member State,Self-financing,,HIC,33938,17177,16833,5049,28759,9884,23756.6,1697,9884,,,,2023-11-20,79152,0,39576,1.166126465908421,0,0,1898.800000000003,0.05594908362307746,0.976010713563776,2023-12-23,69338,26357,23633,23633,2724,19348,2021-03-01,2066,1479,2024-02-01,19104,16796,15514,9884,15084,2024-02-01,934,899,817,1348.321203370853,295,0,0,616.1785714285714,0.01815600717274357,0,0,0,Stable,,0.7766220755495314,0.696358064706229,0.5700984147563204,0,0.1202771147464633,0.0878631260024951,0.0324139887439682,1,0.7945322353393358,1,1,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,14933,0,0,Goal not yet met,26132,0,2499,,,Not captured,,,31/12/2023,0.91,0.9,0.89,0.81,21
Sao Tome & Principe,STP,AFR,WCARO,Member State,AMC,,LMIC,219159,111585,111779,108273,115095,11376,153411.3,2194,24448,One dose,50 and older,Regional assumption,2023-11-20,453841,0,226920,1.035412645613459,0.5859333685880487,0.2221042171156859,144593.9,0.6597671097239904,0.6813996531825022,2023-12-31,263863,140256,111986,111986,28270,34624,2022-02-01,31545,29860,2024-02-01,,17090,15715,15715,1684,2024-02-01,,4305,4089,2194,425,0,0,1627.457142857143,0.007425919733422506,0,0,0,Stable,,0.6399737177117982,0.5109806122495539,0.1579857546347629,0,0.2826992875386476,0.2671342559872606,0.01556503155138705,1,1,0.6990346858638743,0.6427928664921466,1) Goal met by deadline,1) Goal met by deadline,2) Goal met after deadline,96430,0,0,Goal not yet met,168752,0,56766,0.7,2022-12-31,Deadline past,3538028,16.14365825724702,31/12/2023,0.97,0.97,0.77,0.69,185
Saudi Arabia,SAU,EMR,MENA,Member State,Self-financing,,HIC,34813871,14903596,20437084,10088305,25252378,2178076,24369709.7,743145,2178076,,60 and older,Region,2023-11-20,75388095,0,37694048,1.082730731092788,0.02351074100611322,0,0,0,1,2023-04-25,68534631,27041364,25433941,25433941,1607423,16059326,2022-03-01,8220260,14230207,2023-04-01,1618830,1595788,1476377,1476377,817564,2023-08-01,287263,285034,283680,616733.3364405814,247804,1831.431818181915,0.00005260638261634033,365385.8883928572,0.01049541110762596,445.0454545454787,0.00001278356705996523,2896.925324675228,Downward,-0.3678015092131395,0.7767410869075719,0.7305691745683782,0.461291018169166,0,0.5515621867366776,0.6962934144616717,-0.1447312277249941,1,0.82989636805816,0.7326594664281687,0.6778353923370901,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,15318103,0,0,Goal met by deadline,26806681,0,1372740,,,Not captured,,,31/12/2023,0.97,0.97,0.98,0.97,26213
Senegal,SEN,AFR,WCARO,Member State,AMC,Concerted support country,LMIC,16743927,8799129,8397179,8403734,8792567,832868,11720748.9,65530,832868,One dose,60 and older,Region/IST,2023-11-20,7529626,50400,3764813,0.224846477173485,0.8149647804552311,0.3986253766123311,3594355.4,0.2146662130096482,0.5226382558708759,2023-12-31,3182308,2684696,1548665,1548665,1136031,724754,2022-02-01,,315462,2024-02-01,,578187,392876,392876,47062,2024-02-01,,115473,86294,65530,6304,43.78571428571428,0.000002615020615278261,21334.95,0.001274190337786351,7.428571428571429,4.436576574044684e-7,69.03571428571429,Downward,-0.3657527159855148,0.1603384916811928,0.09249114619288534,0.04328458909310821,0.00001242241440732594,,0.03756761645786043,,1,1,0.6942120480076075,0.4717146054356753,3) Goal not yet met,3) Goal not yet met,3) Goal not yet met,7367328,3602515,5818663,Goal not yet met,12892824,9128011,11344159,0.5304,2022-12-31,Deadline past,96405413,5.757634574016,31/12/2023,0.87,0.85,0.87,0.75,15708
Serbia,SRB,EUR,CEE-CIS,Member State,Self-financing,,UMIC,6926705,4438074,4259473,1628020,7069530,2221992,4848693.5,196066,2221992,,,,2023-11-20,9736237,0,4868118,0.7028042915065676,0.08477197964387881,0,2039942.300000001,0.2945039957671073,0.7904793915760266,2023-12-23,6722671,3398116,3324555,3324555,73561,0,,,,2024-02-01,3879204,2899626,2878716,2221992,0,2024-02-01,132819,94264,94364,124720.1549228674,0,0,0,37149.69642857143,0.005363256617478502,0,0,0,Stable,,0.4905818856151662,0.479961973261457,0,0,,,,0.7943650987033436,0.6361131196784112,1,1,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,3047750,0,0,Goal not yet met,5333563,465445,2009008,,,Not captured,3456940,0.4990742351522116,31/12/2023,0.97,0.92,0.78,0.84,694
Seychelles,SYC,AFR,ESARO,Member State,No,,HIC,98347,48216,50694,27516,71392,13376,68842.9,1064,13376,,,,2023-11-20,297183,0,148592,1.510895095935819,0.4181247981048778,0,42906.70000000001,0.4362786866910024,0.8556219568414074,2023-12-31,224558,88520,83565,83565,4955,44936,,,,2022-02-01,,78169,74399,13376,34188,,,,,,,0,0,1457.93220338983,0.01482436885100542,0,0,0,Stable,,0.9000782942031785,0.8496954660538705,0.4569127680559651,0,,,,,,1,1,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,43273,0,0,Goal met by deadline,75727,0,0,0.7,2021-03-31,Goal met,125997,1.281147365959307,31/12/2023,0.99,0.94,0.94,0.86,17
Sierra Leone,SLE,AFR,WCARO,Member State,AMC,Concerted support country,LIC,7976983,4076963,4064380,3809149,4332194,378943,5583888.1,22983,811249,One dose,50 and older,Regional assumption,2023-11-20,11128494,0,5564247,0.6975377783806234,0.7053919425216026,0.4179541274857137,859708.5999999996,0.1077736532721706,0.9227470850952519,2023-12-31,9155936,5676123,4961886,4961886,714237,1201709,2022-02-01,,,2024-02-01,,248654,144521,144521,22726,2024-02-01,,74163,38898,22983,18666,0,0,40984.88095238093,0.005137892477943219,0,0,0,Stable,,0.7115626296307764,0.6220253948140544,0.1506470554092945,0,,,,1,1,0.3065076197320428,0.1781462904730853,2) Goal met after deadline,2) Goal met after deadline,2) Goal met after deadline,3509873,0,0,Goal not yet met,6142277,578030,1180391,0.4,2022-06-30,Goal met,32496288,4.073756707266393,31/12/2023,0.94,0.92,0.87,0.67,12388
Singapore,SGP,WPR,EAPRO,Member State,Self-financing,,HIC,5850342,2810314,3086370,880098,5016588,1292681,4095239.4,146302,841189,,65 and older,Region database,2023-11-20,16303543,0,8151772,1.393383839782358,0.07632696302104622,0,0,0,1,2023-08-29,15302530,5287005,5248693,5248693,38312,4769158,,,,2024-02-01,,911383,910336,841189,,2024-02-01,73702,92718,92718,146302,,135.9464285714286,0.00002323734724763588,66517.07653061223,0.01136977573800168,11.51785714285714,0.000001968749372747293,135.9464285714286,Stable,0,0.9037087062602494,0.897160029276921,0.8151930263222218,0,,,,1,1,1,1,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,2574150,0,0,Goal met by deadline,4504763,0,0,,,Not captured,,,31/12/2023,0.98,0.96,0.95,0.84,804
Sint Maarten,SXM,AMR,,Territory or Area,,,HIC,42882,,,,,,30017.4,,,,,,,,,,,,0,,,,2023-12-29,66829,29788,26773,26773,3015,9146,,,,,,,,,,,,,,,,0,0,436.8571428571428,0.01018742462704964,0,0,0,Stable,,0.6946504360804067,0.6243412154283848,0.2132829625483886,0,,,,,,,,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,18868,,0,Goal not yet met,33019,,6246,,,Not captured,,,31/12/2023,,,,,
Slovakia,SVK,EUR,Dev,Member State,No,,HIC,5457873,2801429,2659297,1011820,4448901,1299213,3820511.1,205285,1299213,,,,2023-11-20,10990770,0,5495385,1.006873007122005,0,0.04323627916879345,2669313,0.4890756893756963,0.757131392977926,2023-12-23,7222380,2840017,2791711,2791711,48306,1686458,,,,2024-02-01,2530176,1806604,1796154,1299213,1574954,,,,,,,0,0,36143.67857142857,0.006622301136620177,0,0,0,Stable,,0.5203523423868602,0.5115016417567796,0.3089954639838633,0,,,,,,1,1,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,2401464,0,0,Goal not yet met,4202562,0,1410851,,,Not captured,,,31/12/2023,0.97,0.97,0.95,0.96,568
Slovenia,SVN,EUR,Dev,Member State,No,,HIC,2095861,1043234,1035489,371646,1707078,587043,1467102.7,70812,587043,,,,2023-11-20,7829790,0,3914895,1.867917290316486,0,0.02942607656144034,4018411,1.917307970328185,0.4867792111921265,2023-12-23,3028400,1252307,1187384,1187384,64923,681485,,,,2024-02-01,1137502,897604,888514,587043,732062,2024-02-01,43611,32152,30375,45785.38846755581,10323,227.3571428571429,0.0001084791132890697,16769.75,0.00800136554857407,0,0,523.8214285714286,Downward,-0.5659644098997749,0.597514338975724,0.5665375709553258,0.3251575366877861,0,,,,0.8760997571320466,0.6465766885210955,1,1,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,922179,0,0,Goal not yet met,1613813,0,426429,,,Not captured,,,31/12/2023,0.92,0.86,0.95,0.91,397
Solomon Islands,SLB,WPR,EAPRO,Member State,AMC,Concerted support country,LMIC,686884,346023,357972,324576,379420,40247,480818.8,6031,58780,One dose,55 and older,Region database,2023-11-20,873690,0,436845,0.6359807478409746,0.5984845883551374,0.1153727294578168,173621,0.2527661148024994,0.8012784855040117,2023-07-04,612700,335796,254016,254016,81780,27896,,,,2024-02-01,,33241,26426,26426,4079,2024-02-01,4500,7168,6651,6031,1454,32.39999999999834,0.00004716953663209266,2290.607142857143,0.003334780170825267,22.01538461538439,0.00003205109540385915,32.40000000000249,Stable,-1.282924384011193e-13,0.488868571694784,0.3698091671956255,0.04061238870027545,0,,,,1,1,0.5655154814562776,0.4495746852670977,2) Goal met after deadline,2) Goal met after deadline,3) Goal not yet met,302229,0,48213,Goal not yet met,528901,92056,274885,0.5,2022-12-31,Deadline past,8182311,11.91221661881773,31/12/2023,0.95,0.87,0.67,0.4,205
Somalia,SOM,EMR,ESARO,Member State,AMC,Concerted support country,LIC,15893222,8203567,8155933,8678623,7680881,745134,11125255.4,12608,1080070,One dose,55 and older,Region,2023-11-20,13979580,0,6989790,0.4397969146847631,0.9184238725340819,0.6604847928192407,3796862,0.2388981919462271,0.7283994225863724,2023-12-31,8784760,8972167,7666835,7666835,1305332,0,2021-12-01,261690,582471,2023-04-01,1100000,788040,512926,512926,,2023-08-01,650000,460136,402353,12608,,0,0,96340.47857142858,0.006061733647930456,0,0,133.6074695122162,Downward,-1,0.5645278849059052,0.4823965209823408,0,0,0.03189953833497063,0.07141684464548691,-0.03951730631051627,1,1,0.7296193765218921,0.4749007008804985,2) Goal met after deadline,2) Goal met after deadline,2) Goal met after deadline,6993018,3228,0,Goal not yet met,12237781,5247991,4570946,0.4,2022-12-01,Goal met,74954470,4.716128045024477,31/12/2023,0.52,0.42,0.46,0.4,322417
South Africa,ZAF,AFR,ESARO,Member State,No,,UMIC,59308690,30477344,29564652,20235555,39806439,5216144,41516083,1075564,5216144,One dose,,,2023-11-20,42770362,0,21385181,0.3605741586941138,0.2185324033497776,0.07282846939663498,0,0,1,2023-12-31,41798812,24210953,21038797,21038797,3172156,4410601,2022-02-01,10613198,8156218,2024-02-01,,3963946,3687877,3687877,,,,,,,,0,0,221461.8367346939,0.003734053757294149,0,0,0,Stable,,0.4082193182820258,0.3547338003924889,0.07436685922417102,0,0.3482323787794632,0.2758773551604802,0.072355023618983,,,0.7599379925094093,0.70701211469622,1) Goal met by deadline,1) Goal met by deadline,3) Goal not yet met,26095824,4710643,5057027,Goal not yet met,45667691,24282510,24628894,0.7,2021-12-31,Deadline past,81274458,1.370363398685758,31/12/2023,0.91,0.86,0.87,0.82,156885
South Sudan,SSD,AFR,ESARO,Member State,AMC,Concerted support country,LIC,11193725,5683867,5697510,5428601,5952777,589801,7835607.499999999,58103,382809,One dose,65 and older,Region/IST,2023-11-20,7099570,0,3549785,0.3171227629765784,0.4994908142324113,0.9657275018064474,2024066,0.180821487038497,0.7149030152530365,2023-12-31,4365547,4315127,4273253,4273253,41874,513122,2022-02-01,147625,186009,2024-02-01,,492042,486061,382809,,2024-02-01,,190168,125185,58103,12934,0,0,34150.60714285714,0.003050870656806125,0,0,0,Stable,,0.3854951769853199,0.3817543311096172,0.04584014704667124,0,0.02597263447578911,0.03264741966227352,-0.00667478518648441,1,1,1,1,2) Goal met after deadline,2) Goal met after deadline,3) Goal not yet met,4925239,1375454,651986,Goal not yet met,8619168,5069383,4345915,0.5,2022-12-31,Deadline past,82062196,7.331089159328106,31/12/2023,0.51,0.49,0.49,0,141371
Spain,ESP,EUR,Dev,Member State,No,,HIC,47332614,23766110,22979101,8055129,38690087,12528171,33132829.8,1663771,12528171,,,,2023-11-20,214870071,0,107435036,2.269788776085766,0,0.08181209192228545,74154561.9,1.566669482906649,0.6548865016198556,2023-12-23,119228502,41332877,37486219,37486219,3846658,32914841,,,,2024-02-01,50482664,24525896,23959964,12528171,33952386,2024-02-01,2180000,2121695,1951916,1663771,1730761,20828.10714285714,0.000440037119920255,629164.1071428572,0.01329240145373879,0,0,107588.5714285714,Downward,-0.8064096691098364,0.8732430666094207,0.7919744090195399,0.6953945328267735,0,,,,1,1,1,1,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,20826350,0,0,Goal met by deadline,36446113,0,0,,,Not captured,,,31/12/2023,0.96,0.92,0.95,0.91,7078
Sri Lanka,LKA,SEAR,ROSA,Member State,AMC,,LMIC,21413249,11198880,10298426,6052992,15444318,3633139,14989274.3,151758,3633139,One dose,60 and older,Regional assumption,2023-11-20,44128249,0,22064124,1.030395901154467,0.116211502437169,0,0,0,1,2022-10-30,40116590,17143761,14752827,14752827,2390934,8220002,,,,2022-06-01,2751116,3177675,2707039,2707039,1743047,2022-06-01,150863,154660,151176,151758,129618,4087.932539682569,0.0001909066923792167,322817.0153061225,0.0150755737864031,2202.05555555557,0.0001028361252211456,5046.795482295433,Stable,-0.1899944124893969,0.8006146568416591,0.6889578970477577,0.3838745815733054,0,,,,1,1,0.87463623054334,0.7450964579114644,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,9421830,0,0,Goal not yet met,16488202,0,1735375,0.667,,Goal met,75048810,3.504783884033665,31/12/2023,0.96,0.96,0.97,0.97,3136
Sudan,SDN,EMR,MENA,Member State,AMC,Concerted support country,LIC,43849260,22470589,22438762,20729967,24179386,2574554,30694482,203322,6958106,0,45 and older,https://www.unicef.org/press-releases/sudan-receives-first-delivery-covid-19-vaccines-over-800000-doses,2023-11-20,31129880,0,15564940,0.3549647132015455,0.8841627401069326,0.6625242371637796,0,0,1,2023-12-31,28662107,15207452,13416394,13416394,1791058,38261,2022-11-01,1623144,2356672,2023-04-01,1360753,839659,616051,616051,56275,2023-08-01,821273,554949,329781,203322,38101,0,0,146535.5,0.003341800979081517,0,0,19107.25840336137,Downward,-1,0.3468120556652495,0.3059662580394743,0.0008725574844364535,0,0.07223415460983243,0.1050268281289315,-0.03279267351909911,1,1,0.1206734993689375,0.0885371680166988,2) Goal met after deadline,2) Goal met after deadline,3) Goal not yet met,19293674,3728734,5877280,Goal not yet met,33763930,18198990,20347536,0.2,2022-06-30,Goal met,98106587,2.237360151573824,31/12/2023,0.94,0.84,0.81,0.63,43633
Suriname,SUR,AMR,LACRO,Member State,Self-financing,,UMIC,586632,294474,297324,186848,404952,66327,410642.4,8081,66327,,,,2023-11-20,815695,0,407848,0.6952365367044416,0.1765363566819011,0,179537.5,0.3060479141949297,0.7798962847633,2023-12-29,554588,267820,237879,237879,29941,48889,,,,,,,,,,,,,,,,0,0,3845.392857142857,0.006555034258517874,0,0,0,Stable,,0.4565383409019624,0.4054995295176533,0.08333844727188425,0,,,,,,,,1) Goal met by deadline,1) Goal met by deadline,2) Goal met after deadline,258118,0,20239,Goal not yet met,451707,43859,213828,,,Not captured,814421,1.388299649524745,31/12/2023,0.81,0.72,0.58,0.43,2069
Sweden,SWE,EUR,Dev,Member State,No,,HIC,10327589,5068911,5091248,2132294,8027875,2653352,7229312.3,747436,2653352,,,,2023-11-20,50276345,0,25138172,2.434079435190537,0,0,22011587.5,2.131338446950203,0.5621879931804907,2023-12-23,23237123,7563941,7403549,7403549,160392,5542831,,,,2024-02-01,5267514,4919916,4917496,2653352,4697582,2024-02-01,123200,103400,76800,524296.6822909006,0,0,0,103518.5,0.01002349144606742,0,0,0,Stable,,0.7324014346426838,0.7168709947694472,0.5367013540139911,0,,,,1,0.7014603020069954,1,1,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,4544139,0,0,Goal met by deadline,7952244,0,548695,,,Not captured,,,31/12/2023,0.98,0.98,0.97,0.91,2278
Switzerland,CHE,EUR,Dev,Member State,Self-financing,,HIC,8654618,4390047,4325447,1560532,7154962,2245767,6058232.6,688378,2245767,,,,2023-11-20,18617426,0,9308713,1.075577570263644,0,0.003760777671413868,0,0,1,2023-12-23,16755985,6096600,5723066,5723066,373534,4996650,,,,2024-02-01,4415306,3909900,3786576,2245767,4844274,2022-04-01,,478531,445017,445017,0,0,0,89697.77597402598,0.01036415194454868,0,0,0,Stable,,0.7044331708227908,0.6612730914293387,0.5773391731443259,0,,,,0.6951573118257701,0.6464718512212767,1,1,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,3808032,0,0,Goal not yet met,6664056,0,940990,,,Not captured,,,31/12/2023,0.97,0.96,0.95,0.94,1714
