"ivac_study_id","first_author","study_design","publication_date","country","iso3c","continent","GNI_per_c_WB","year_GNI","q_GNI_per_c_WB","vaccine","vaccine_platform","dose_number","population_detail","history_of_COVID","outcome_detail","outcome_category","variant","timing_of_dose_days","max duration follow-up","VE","LCL","UCL"
122,"Paixao","Test-negative case-control","05Apr2022","Brazil","BRA","South America",9410,2019,3,"Sinovac CoronaVac","Inactivated","1","pregnant women","excluded","symptomatic disease","symptomatic","other combinations","14+",NA,5,"-18.2",23.7
122,"Paixao","Test-negative case-control","05Apr2022","Brazil","BRA","South America",9410,2019,3,"Sinovac CoronaVac","Inactivated","2","pregnant women","excluded","symptomatic disease","symptomatic","other combinations","14+","~25 weeks",41,"27",52.2
122,"Paixao","Test-negative case-control","05Apr2022","Brazil","BRA","South America",9410,2019,3,"Sinovac CoronaVac","Inactivated","1","pregnant women","excluded","severe disease","severe","other combinations","14+",NA,67.7,"20",87
122,"Paixao","Test-negative case-control","05Apr2022","Brazil","BRA","South America",9410,2019,3,"Sinovac CoronaVac","Inactivated","2","pregnant women","excluded","severe disease","severe","other combinations","14+","~25 weeks",85.4,"59.4",94.8
123,"Desai","Test-negative case-control","23Nov2021","India","IND","Asia",2070,2019,1,"Bharat Covaxin/BBV152","Inactivated","1","HCW","included","symptomatic disease","symptomatic","delta","21+",NA,-1,"-51",33
123,"Desai","Test-negative case-control","23Nov2021","India","IND","Asia",2070,2019,1,"Bharat Covaxin/BBV152","Inactivated","2","HCW","included","symptomatic disease","symptomatic","delta","14+","~4 weeks",50,"33",62
123,"Desai","Test-negative case-control","23Nov2021","India","IND","Asia",2070,2019,1,"Bharat Covaxin/BBV152","Inactivated","2","HCW","included","symptomatic disease","symptomatic","delta","28+","~4 weeks",46,"22",62
123,"Desai","Test-negative case-control","23Nov2021","India","IND","Asia",2070,2019,1,"Bharat Covaxin/BBV152","Inactivated","2","HCW","included","symptomatic disease","symptomatic","delta","42+","~4 weeks",57,"21",76
123,"Desai","Test-negative case-control","23Nov2021","India","IND","Asia",2070,2019,1,"Bharat Covaxin/BBV152","Inactivated","2","HCW","excluded","symptomatic disease","symptomatic","delta","14+","~4 weeks",47,"29",61
124,"Thiruvengadam","Test-negative case-control","25Nov2021","India","IND","Asia",2070,2019,1,"Oxford/AstraZeneca ChAdOx1-S","Vectored","1",">= 18 years","excluded","infection","infection","delta","21+",NA,46.2,"31.6",57.7
124,"Thiruvengadam","Test-negative case-control","25Nov2021","India","IND","Asia",2070,2019,1,"Oxford/AstraZeneca ChAdOx1-S","Vectored","2",">= 18 years","excluded","infection","infection","delta","14+","~10 weeks",63.1,"51.5",72.1
125,"Hall","Prospective cohort","16Feb2022","UK","GBR","Europe",43240,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","1","HCW","excluded","Infection","infection","other combinations","21-27",NA,59,"42",71
125,"Hall","Prospective cohort","16Feb2022","UK","GBR","Europe",43240,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2","HCW","excluded","Infection","infection","other combinations","14-73","~8 weeks",89,"78",94
125,"Hall","Prospective cohort","16Feb2022","UK","GBR","Europe",43240,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2","HCW","excluded","Infection","infection","other combinations","194-265","36 weeks",53,"28",69
125,"Hall","Prospective cohort","16Feb2022","UK","GBR","Europe",43240,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","1","HCW","excluded","Infection","infection","other combinations","56-280",NA,63,"46",75
125,"Hall","Prospective cohort","16Feb2022","UK","GBR","Europe",43240,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2","HCW","excluded","Infection","infection","other combinations","14-73","~8 weeks",85,"72",92
125,"Hall","Prospective cohort","16Feb2022","UK","GBR","Europe",43240,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2","HCW","excluded","Infection","infection","other combinations","194-239","~32 weeks",51,"22",69
125,"Hall","Prospective cohort","16Feb2022","UK","GBR","Europe",43240,2019,4,"Oxford/AstraZeneca ChAdOx1-S","Vectored","1","HCW","excluded","Infection","infection","other combinations","21-27",NA,63,"-80",92
125,"Hall","Prospective cohort","16Feb2022","UK","GBR","Europe",43240,2019,4,"Oxford/AstraZeneca ChAdOx1-S","Vectored","2","HCW","excluded","Infection","infection","other combinations","14-73","~8 weeks",58,"23",77
125,"Hall","Prospective cohort","16Feb2022","UK","GBR","Europe",43240,2019,4,"Oxford/AstraZeneca ChAdOx1-S","Vectored","1","HCW","excluded","Infection","infection","other combinations","56-249",NA,9,"-87",55
125,"Hall","Prospective cohort","16Feb2022","UK","GBR","Europe",43240,2019,4,"Oxford/AstraZeneca ChAdOx1-S","Vectored","2","HCW","excluded","Infection","infection","other combinations","134-220","~29 weeks",72,"39",87
126,"Voko","Retrospective cohort","24Nov2021","Hungary","HUN","Europe",16570,2019,3,"BioNTech/Pfizer BNT162b2","mRNA","1",">= 16 years","included","Infection","infection","alpha","0+",NA,41,"39.5",42.4
126,"Voko","Retrospective cohort","24Nov2021","Hungary","HUN","Europe",16570,2019,3,"BioNTech/Pfizer BNT162b2","mRNA","2",">= 16 years","included","Infection","infection","alpha","14+","~19 weeks",84,"83.3",84.7
126,"Voko","Retrospective cohort","24Nov2021","Hungary","HUN","Europe",16570,2019,3,"BioNTech/Pfizer BNT162b2","mRNA","1",">= 16 years","included","death","death","alpha","0+",NA,64.3,"61.8",66.6
126,"Voko","Retrospective cohort","24Nov2021","Hungary","HUN","Europe",16570,2019,3,"BioNTech/Pfizer BNT162b2","mRNA","2",">= 16 years","included","death","death","alpha","14+","~19 weeks",90.3,"88.9",91.5
126,"Voko","Retrospective cohort","24Nov2021","Hungary","HUN","Europe",16570,2019,3,"Beijing/Sinopharm BBIBP-CorV","Inactivated","1",">= 16 years","included","Infection","infection","alpha","0+",NA,34,"31.8",36.1
126,"Voko","Retrospective cohort","24Nov2021","Hungary","HUN","Europe",16570,2019,3,"Beijing/Sinopharm BBIBP-CorV","Inactivated","2",">= 16 years","included","Infection","infection","alpha","14+","~10.5 weeks",72.8,"71.2",74.4
126,"Voko","Retrospective cohort","24Nov2021","Hungary","HUN","Europe",16570,2019,3,"Beijing/Sinopharm BBIBP-CorV","Inactivated","1",">= 16 years","included","death","death","alpha","0+",NA,39.4,"34.1",44.3
126,"Voko","Retrospective cohort","24Nov2021","Hungary","HUN","Europe",16570,2019,3,"Beijing/Sinopharm BBIBP-CorV","Inactivated","2",">= 16 years","included","death","death","alpha","14+","~10.5 weeks",86,"83.7",87.9
126,"Voko","Retrospective cohort","24Nov2021","Hungary","HUN","Europe",16570,2019,3,"Gamaleya Gam-COVID-Vac/Sputnik V","Vectored","1",">= 16 years","included","Infection","infection","alpha","0+",NA,48.7,"47.1",50.2
126,"Voko","Retrospective cohort","24Nov2021","Hungary","HUN","Europe",16570,2019,3,"Gamaleya Gam-COVID-Vac/Sputnik V","Vectored","2",">= 16 years","included","Infection","infection","alpha","14+","~11 weeks",88.1,"86.5",89.4
126,"Voko","Retrospective cohort","24Nov2021","Hungary","HUN","Europe",16570,2019,3,"Gamaleya Gam-COVID-Vac/Sputnik V","Vectored","1",">= 16 years","included","death","death","alpha","0+",NA,78,"74.3",81.2
126,"Voko","Retrospective cohort","24Nov2021","Hungary","HUN","Europe",16570,2019,3,"Gamaleya Gam-COVID-Vac/Sputnik V","Vectored","2",">= 16 years","included","death","death","alpha","14+","~11 weeks",97.8,"95.5",98.9
126,"Voko","Retrospective cohort","24Nov2021","Hungary","HUN","Europe",16570,2019,3,"Oxford/AstraZeneca ChAdOx1-S","Vectored","1",">= 16 years","included","Infection","infection","alpha","0+",NA,49.2,"47.7",50.6
126,"Voko","Retrospective cohort","24Nov2021","Hungary","HUN","Europe",16570,2019,3,"Oxford/AstraZeneca ChAdOx1-S","Vectored","2",">= 16 years","included","Infection","infection","alpha","14+","~11.5 weeks",73.3,"71.1",76
126,"Voko","Retrospective cohort","24Nov2021","Hungary","HUN","Europe",16570,2019,3,"Oxford/AstraZeneca ChAdOx1-S","Vectored","1",">= 16 years","included","death","death","alpha","0+",NA,71.3,"67.9",74.4
126,"Voko","Retrospective cohort","24Nov2021","Hungary","HUN","Europe",16570,2019,3,"Oxford/AstraZeneca ChAdOx1-S","Vectored","2",">= 16 years","included","death","death","alpha","14+","~11.5 weeks",85.8,"73.5",92.4
126,"Voko","Retrospective cohort","24Nov2021","Hungary","HUN","Europe",16570,2019,3,"Moderna mRNA-1273","mRNA","1",">= 16 years","included","Infection","infection","alpha","0+",NA,60.8,"58.6",63
126,"Voko","Retrospective cohort","24Nov2021","Hungary","HUN","Europe",16570,2019,3,"Moderna mRNA-1273","mRNA","2",">= 16 years","included","Infection","infection","alpha","14+","~15 weeks",88.2,"85.8",90.3
126,"Voko","Retrospective cohort","24Nov2021","Hungary","HUN","Europe",16570,2019,3,"Moderna mRNA-1273","mRNA","1",">= 16 years","included","death","death","alpha","0+",NA,68.7,"62.5",73.8
126,"Voko","Retrospective cohort","24Nov2021","Hungary","HUN","Europe",16570,2019,3,"Moderna mRNA-1273","mRNA","2",">= 16 years","included","death","death","alpha","14+","~15 weeks",93.8,"90.3",96.1
127,"Wu","Retrospective cohort","02Dec2021","USA","USA","North America",66220,2019,4,"Multiple or heterologous RNA","mRNA","1","cancer patients","excluded","Infection","infection","other combinations","14+",NA,45,"8",66
127,"Wu","Retrospective cohort","02Dec2021","USA","USA","North America",66220,2019,4,"Multiple or heterologous RNA","mRNA","2","cancer patients","excluded","Infection","infection","other combinations","14+","15 weeks",58,"39",73
128,"Muhsen","Prospective cohort","28Oct2021","Israel","ISR","Asia",43800,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2","HCW","excluded","Infection","infection","alpha","14+","~11 weeks",89,"83",93
129,"Yassi","Retrospective cohort","06Dec2021","Canada","CAN","North America",46580,2019,4,"Multiple or heterologous RNA","mRNA","2","HCW","unknown","Infection","infection","other combinations","7+","~40.5 weeks",74.1,"62.5",82.1
129,"Yassi","Test-negative case-control","06Dec2021","Canada","CAN","North America",46580,2019,4,"Multiple or heterologous RNA","mRNA","2","HCW","unknown","Infection","infection","other combinations","7+","~40.5 weeks",82.8,"74",88.6
130,"UKHSA","Test-negative case-control","27Jan2022","UK","GBR","Europe",43240,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2",">= 18 years","excluded","symptomatic disease","symptomatic","omicron","2-4 weeks","~32 weeks",65.8,"64.4",67.2
130,"UKHSA","Test-negative case-control","27Jan2022","UK","GBR","Europe",43240,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2",">= 18 years","excluded","symptomatic disease","symptomatic","omicron","25+ weeks","~32 weeks",9.4,"7.8",11.1
130,"UKHSA","Test-negative case-control","27Jan2022","UK","GBR","Europe",43240,2019,4,"Oxford/AstraZeneca ChAdOx1-S","Vectored","2",">= 18 years","excluded","symptomatic disease","symptomatic","omicron","2-4 weeks","~32 weeks",49.8,"40.7",57.5
130,"UKHSA","Test-negative case-control","27Jan2022","UK","GBR","Europe",43240,2019,4,"Oxford/AstraZeneca ChAdOx1-S","Vectored","2",">= 18 years","excluded","symptomatic disease","symptomatic","omicron","25+ weeks","~32 weeks",-1,"-2.4",0.3
130,"UKHSA","Test-negative case-control","27Jan2022","UK","GBR","Europe",43240,2019,4,"Moderna mRNA-1273","mRNA","2",">= 18 years","excluded","symptomatic disease","symptomatic","omicron","2-4 weeks","~32 weeks",76,"72",79
130,"UKHSA","Test-negative case-control","27Jan2022","UK","GBR","Europe",43240,2019,4,"Moderna mRNA-1273","mRNA","2",">= 18 years","excluded","symptomatic disease","symptomatic","omicron","25+ weeks","~32 weeks",13,"3",22
130,"UKHSA","Test-negative case-control","27Jan2022","UK","GBR","Europe",43240,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2",">= 18 years","excluded","symptomatic disease","symptomatic","delta","2-4 weeks","~32 weeks",90.9,"89.6",92
130,"UKHSA","Test-negative case-control","27Jan2022","UK","GBR","Europe",43240,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2",">= 18 years","excluded","symptomatic disease","symptomatic","delta","25+ weeks","~32 weeks",62.7,"61.6",63.7
130,"UKHSA","Test-negative case-control","27Jan2022","UK","GBR","Europe",43240,2019,4,"Oxford/AstraZeneca ChAdOx1-S","Vectored","2",">= 18 years","excluded","symptomatic disease","symptomatic","delta","2-4 weeks","~32 weeks",82.8,"74.5",88.4
130,"UKHSA","Test-negative case-control","27Jan2022","UK","GBR","Europe",43240,2019,4,"Oxford/AstraZeneca ChAdOx1-S","Vectored","2",">= 18 years","excluded","symptomatic disease","symptomatic","delta","25+ weeks","~32 weeks",43.5,"42.4",44.5
130,"UKHSA","Test-negative case-control","27Jan2022","UK","GBR","Europe",43240,2019,4,"Moderna mRNA-1273","mRNA","2",">= 18 years","excluded","symptomatic disease","symptomatic","delta","2-4 weeks","~32 weeks",94.5,"90.5",96.9
130,"UKHSA","Test-negative case-control","27Jan2022","UK","GBR","Europe",43240,2019,4,"Moderna mRNA-1273","mRNA","2",">= 18 years","excluded","symptomatic disease","symptomatic","delta","25+ weeks","~32 weeks",80.4,"67.3",88.2
130,"UKHSA","Test-negative case-control","27Jan2022","UK","GBR","Europe",43240,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2",">= 18 years","excluded","symptomatic disease","symptomatic","omicron","2-4 weeks","~32 weeks",73.6,"40.7",88.3
130,"UKHSA","Test-negative case-control","27Jan2022","UK","GBR","Europe",43240,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2",">= 18 years","excluded","symptomatic disease","symptomatic","omicron","25+ weeks","~32 weeks",34.9,"17.7",48.4
130,"UKHSA","Test-negative case-control","27Jan2022","UK","GBR","Europe",43240,2019,4,"Oxford/AstraZeneca ChAdOx1-S","Vectored","2",">= 18 years","excluded","symptomatic disease","symptomatic","omicron","20-24 weeks","~32 weeks",55.8,"34.1",70.3
130,"UKHSA","Test-negative case-control","27Jan2022","UK","GBR","Europe",43240,2019,4,"Oxford/AstraZeneca ChAdOx1-S","Vectored","2",">= 18 years","excluded","symptomatic disease","symptomatic","omicron","25+ weeks","~32 weeks",32.7,"19.7",43.6
130,"UKHSA","Test-negative case-control","27Jan2022","UK","GBR","Europe",43240,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2",">= 18 years","excluded","symptomatic disease","symptomatic","delta","2-4 weeks","~32 weeks",94.1,"81.6",98.1
130,"UKHSA","Test-negative case-control","27Jan2022","UK","GBR","Europe",43240,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2",">= 18 years","excluded","symptomatic disease","symptomatic","delta","25+ weeks","~32 weeks",95.3,"93.9",96.5
130,"UKHSA","Test-negative case-control","27Jan2022","UK","GBR","Europe",43240,2019,4,"Oxford/AstraZeneca ChAdOx1-S","Vectored","2",">= 18 years","excluded","symptomatic disease","symptomatic","delta","20-24 weeks","~32 weeks",92.9,"91.3",94.2
130,"UKHSA","Test-negative case-control","27Jan2022","UK","GBR","Europe",43240,2019,4,"Oxford/AstraZeneca ChAdOx1-S","Vectored","2",">= 18 years","excluded","symptomatic disease","symptomatic","delta","25+ weeks","~32 weeks",90.6,"89.3",91.8
131,"Bajema","Test-negative case-control","10Dec2021","USA","USA","North America",66220,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2",">= 18 years","excluded","Hospitalization","severe","other combinations","14-119","~36 weeks",86,"77.6",91.3
131,"Bajema","Test-negative case-control","10Dec2021","USA","USA","North America",66220,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2",">= 18 years","excluded","Hospitalization","severe","other combinations","120+","~36 weeks",75.1,"64.6",82.4
131,"Bajema","Test-negative case-control","10Dec2021","USA","USA","North America",66220,2019,4,"Moderna mRNA-1273","mRNA","2",">= 18 years","excluded","Hospitalization","severe","other combinations","14-119","~36 weeks",89.6,"80.1",94.5
131,"Bajema","Test-negative case-control","10Dec2021","USA","USA","North America",66220,2019,4,"Moderna mRNA-1273","mRNA","2",">= 18 years","excluded","Hospitalization","severe","other combinations","120+","~36 weeks",86.1,"77.7",91.3
132,"Powell","Test-negative case-control","21Mar2022","UK","GBR","Europe",43240,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","1","12-15 years","excluded","symptomatic disease","symptomatic","omicron","14-20",NA,49.6,"43.9",54.8
132,"Powell","Test-negative case-control","21Mar2022","UK","GBR","Europe",43240,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2","12-15 years","excluded","symptomatic disease","symptomatic","omicron","14+","~33 weeks",73,"66.4",78.3
132,"Powell","Test-negative case-control","21Mar2022","UK","GBR","Europe",43240,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","1","12-15 years","excluded","symptomatic disease","symptomatic","omicron","84+",NA,17.2,"12",22.1
132,"Powell","Test-negative case-control","21Mar2022","UK","GBR","Europe",43240,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","1","16-17 years","excluded","symptomatic disease","symptomatic","omicron","14-20",NA,51.4,"42.7",58.8
132,"Powell","Test-negative case-control","21Mar2022","UK","GBR","Europe",43240,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2","16-17 years","excluded","symptomatic disease","symptomatic","omicron","14-34","~33 weeks",71.3,"69.3",73.1
