"","Study_id_f","first author","study design","n_row","publication_date","clean_vaccine","vac_type","dose_number","dose","dose interval","timing_of_dose_days","population_detail","population_category","historyofCOVID","max duration follow-up","outcome_detail","outcome_category","outcome_final","variant_clean","VE","LCL","UCL","country_clean","Country.Code","continent","Region","GNI_per_c_WB","year_GNI","Economy","Income group","q_GNI_per_c_WB","min_period_days","max_period_days","include","justification","sensitivity"
"538",82,"Chemaitelly","Test-negative case-control",541,2021-10-06,"BioNTech/Pfizer BNT162b2","mRNA","1","1",NA,"14+",">= 12 years","general pop","included",NA,"severe, critical, fatal disease","severe","severe","other combinations",66.1,56.8,73.5,"Qatar","QAT","Asia","Middle East & North Africa",65700,2019,"Qatar","High income",4,NA,NA,NA,NA,NA
"539",82,"Chemaitelly","Test-negative case-control",542,2021-10-06,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,"28-63",">= 12 years","general pop","included","7 weeks","severe, critical, fatal disease","severe","severe","other combinations",96.8,93.9,98.3,"Qatar","QAT","Asia","Middle East & North Africa",65700,2019,"Qatar","High income",4,NA,NA,NA,NA,NA
"540",82,"Chemaitelly","Test-negative case-control",543,2021-10-06,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,"175+",">= 12 years","general pop","included","~32 weeks","severe, critical, fatal disease","severe","severe","other combinations",55.6,-44.3,86.3,"Qatar","QAT","Asia","Middle East & North Africa",65700,2019,"Qatar","High income",4,NA,NA,NA,NA,NA
"541",82,"Chemaitelly","Test-negative case-control",544,2021-10-06,"BioNTech/Pfizer BNT162b2","mRNA","1","1",NA,"14+",">= 12 years","general pop","included",NA,"infection","infection","infection","alpha",47.9,15.5,67.9,"Qatar","QAT","Asia","Middle East & North Africa",65700,2019,"Qatar","High income",4,NA,NA,NA,NA,NA
"542",82,"Chemaitelly","Test-negative case-control",545,2021-10-06,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,"28-63",">= 12 years","general pop","included","7 weeks","infection","infection","infection","alpha",88.6,79.2,93.7,"Qatar","QAT","Asia","Middle East & North Africa",65700,2019,"Qatar","High income",4,NA,NA,NA,NA,NA
"543",82,"Chemaitelly","Test-negative case-control",546,2021-10-06,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,"147+",">= 12 years","general pop","included","~29 weeks","infection","infection","infection","alpha",80,-71.2,97.7,"Qatar","QAT","Asia","Middle East & North Africa",65700,2019,"Qatar","High income",4,NA,NA,NA,NA,NA
"544",82,"Chemaitelly","Test-negative case-control",547,2021-10-06,"BioNTech/Pfizer BNT162b2","mRNA","1","1",NA,"14+",">= 12 years","general pop","included",NA,"infection","infection","infection","beta",25.8,-2,46.1,"Qatar","QAT","Asia","Middle East & North Africa",65700,2019,"Qatar","High income",4,NA,NA,NA,NA,NA
"545",82,"Chemaitelly","Test-negative case-control",548,2021-10-06,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,"28-63",">= 12 years","general pop","included","7 weeks","infection","infection","infection","beta",63.9,52.6,72.5,"Qatar","QAT","Asia","Middle East & North Africa",65700,2019,"Qatar","High income",4,NA,NA,NA,NA,NA
"546",82,"Chemaitelly","Test-negative case-control",549,2021-10-06,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,"147+",">= 12 years","general pop","included","~29 weeks","infection","infection","infection","beta",40,-151.1,85.7,"Qatar","QAT","Asia","Middle East & North Africa",65700,2019,"Qatar","High income",4,NA,NA,NA,NA,NA
"547",82,"Chemaitelly","Test-negative case-control",550,2021-10-06,"BioNTech/Pfizer BNT162b2","mRNA","1","1",NA,"14+",">= 12 years","general pop","included",NA,"infection","infection","infection","delta",63.4,42.6,76.6,"Qatar","QAT","Asia","Middle East & North Africa",65700,2019,"Qatar","High income",4,NA,NA,NA,NA,NA
"548",82,"Chemaitelly","Test-negative case-control",551,2021-10-06,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,"28-63",">= 12 years","general pop","included","7 weeks","infection","infection","infection","delta",73.3,63.6,80.4,"Qatar","QAT","Asia","Middle East & North Africa",65700,2019,"Qatar","High income",4,NA,NA,NA,NA,NA
"549",82,"Chemaitelly","Test-negative case-control",552,2021-10-06,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,"147+",">= 12 years","general pop","included","~29 weeks","infection","infection","infection","delta",17.9,-12.9,40.3,"Qatar","QAT","Asia","Middle East & North Africa",65700,2019,"Qatar","High income",4,NA,NA,NA,NA,NA
"550",83,"Nunes","Retrospective cohort",553,2021-09-23,"Multiple or heterologous RNA","mRNA","1","1",NA,"14+ up to <14 post 2nd dose","65-79 years","65-79 years","excluded",NA,"hospitalization","severe","severe","other combinations",78,61,87,"Portugal","PRT","Europe","Europe & Central Asia",23180,2019,"Portugal","High income",4,NA,NA,NA,NA,NA
"551",83,"Nunes","Retrospective cohort",554,2021-09-23,"Multiple or heterologous RNA","mRNA","2","final",NA,"14+","65-79 years","65-79 years","excluded","~14.5 weeks","hospitalization","severe","severe","other combinations",94,88,97,"Portugal","PRT","Europe","Europe & Central Asia",23180,2019,"Portugal","High income",4,NA,NA,NA,NA,NA
"552",83,"Nunes","Retrospective cohort",555,2021-09-23,"Multiple or heterologous RNA","mRNA","1","1",NA,"14+ up to <14 post 2nd dose","65-79 years","65-79 years","excluded",NA,"death","death","death","other combinations",77,56,88,"Portugal","PRT","Europe","Europe & Central Asia",23180,2019,"Portugal","High income",4,NA,NA,NA,NA,NA
"553",83,"Nunes","Retrospective cohort",556,2021-09-23,"Multiple or heterologous RNA","mRNA","2","final",NA,"14+","65-79 years","65-79 years","excluded","~14.5 weeks","death","death","death","other combinations",96,92,98,"Portugal","PRT","Europe","Europe & Central Asia",23180,2019,"Portugal","High income",4,NA,NA,NA,NA,NA
"554",83,"Nunes","Retrospective cohort",557,2021-09-23,"Multiple or heterologous RNA","mRNA","1","1",NA,"14+ up to <14 post 2nd dose",">= 80 years",">= 80 years","excluded",NA,"hospitalization","severe","severe","other combinations",55,36,69,"Portugal","PRT","Europe","Europe & Central Asia",23180,2019,"Portugal","High income",4,NA,NA,NA,NA,NA
"555",83,"Nunes","Retrospective cohort",558,2021-09-23,"Multiple or heterologous RNA","mRNA","2","final",NA,"14+",">= 80 years",">= 80 years","excluded","~22.5 weeks","hospitalization","severe","severe","other combinations",82,72,89,"Portugal","PRT","Europe","Europe & Central Asia",23180,2019,"Portugal","High income",4,NA,NA,NA,NA,NA
"556",83,"Nunes","Retrospective cohort",559,2021-09-23,"Multiple or heterologous RNA","mRNA","1","1",NA,"14+ up to <14 post 2nd dose",">= 80 years",">= 80 years","excluded",NA,"death","death","death","other combinations",56,35,70,"Portugal","PRT","Europe","Europe & Central Asia",23180,2019,"Portugal","High income",4,NA,NA,NA,NA,NA
"557",83,"Nunes","Retrospective cohort",560,2021-09-23,"Multiple or heterologous RNA","mRNA","2","final",NA,"14+",">= 80 years",">= 80 years","excluded","~22.5 weeks","death","death","death","other combinations",81,74,87,"Portugal","PRT","Europe","Europe & Central Asia",23180,2019,"Portugal","High income",4,NA,NA,NA,NA,NA
"558",84,"Katz","Prospective cohort",561,2021-12-10,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,"14+","HCW","HCW","included","~18 weeks","infection","infection","infection","alpha",94.5,82.5,98.2,"Israel","ISR","Asia","Middle East & North Africa",43800,2019,"Israel","High income",4,NA,NA,NA,NA,NA
"559",84,"Katz","Prospective cohort",562,2021-12-10,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,"7+","HCW","HCW","included","~18 weeks","symptomatic disease","symptomatic","symptomatic","alpha",97,72,99.7,"Israel","ISR","Asia","Middle East & North Africa",43800,2019,"Israel","High income",4,NA,NA,NA,NA,NA
"560",85,"Giansante","Retrospective cohort",563,2021-09-02,"Multiple or heterologous RNA","mRNA","1","1",NA,"14+","HCW and staff","HCW and staff","excluded",NA,"infection","infection","infection","other combinations",85.5,75.9,91.3,"Italy","ITA","Europe","Europe & Central Asia",34890,2019,"Italy","High income",4,NA,NA,NA,NA,NA
"561",85,"Giansante","Retrospective cohort",564,2021-09-02,"Multiple or heterologous RNA","mRNA","2","final",NA,"14+","HCW and staff","HCW and staff","excluded","~16 weeks","infection","infection","infection","other combinations",84.8,73.2,91.4,"Italy","ITA","Europe","Europe & Central Asia",34890,2019,"Italy","High income",4,NA,NA,NA,NA,NA
"562",85,"Giansante","Retrospective cohort",565,2021-09-02,"Multiple or heterologous RNA","mRNA","1","1",NA,"14+","HCW and staff","HCW and staff","excluded",NA,"symptomatic disease","symptomatic","symptomatic","other combinations",81.7,62.7,91,"Italy","ITA","Europe","Europe & Central Asia",34890,2019,"Italy","High income",4,NA,NA,NA,NA,NA
"563",85,"Giansante","Retrospective cohort",566,2021-09-02,"Multiple or heterologous RNA","mRNA","2","final",NA,"14+","HCW and staff","HCW and staff","excluded","~16 weeks","symptomatic disease","symptomatic","symptomatic","other combinations",87.1,69.3,94.6,"Italy","ITA","Europe","Europe & Central Asia",34890,2019,"Italy","High income",4,NA,NA,NA,NA,NA
"564",85,"Giansante","Retrospective cohort",567,2021-09-02,"Multiple or heterologous RNA","mRNA","1","1",NA,"14+","HCW","HCW","excluded",NA,"infection","infection","infection","other combinations",87.8,76.5,93.7,"Italy","ITA","Europe","Europe & Central Asia",34890,2019,"Italy","High income",4,NA,NA,NA,NA,NA
"565",85,"Giansante","Retrospective cohort",568,2021-09-02,"Multiple or heterologous RNA","mRNA","2","final",NA,"14+","HCW","HCW","excluded","~16 weeks","infection","infection","infection","other combinations",84.4,69.7,92,"Italy","ITA","Europe","Europe & Central Asia",34890,2019,"Italy","High income",4,NA,NA,NA,NA,NA
"566",85,"Giansante","Retrospective cohort",569,2021-09-02,"Multiple or heterologous RNA","mRNA","1","1",NA,"14+","HCW","HCW","excluded",NA,"symptomatic disease","symptomatic","symptomatic","other combinations",83.1,60,92.9,"Italy","ITA","Europe","Europe & Central Asia",34890,2019,"Italy","High income",4,NA,NA,NA,NA,NA
"567",85,"Giansante","Retrospective cohort",570,2021-09-02,"Multiple or heterologous RNA","mRNA","2","final",NA,"14+","HCW","HCW","excluded","~16 weeks","symptomatic disease","symptomatic","symptomatic","other combinations",86.5,62.9,95.1,"Italy","ITA","Europe","Europe & Central Asia",34890,2019,"Italy","High income",4,NA,NA,NA,NA,NA
"568",86,"Bruxvoort","Matched prospective cohort",571,2021-11-24,"Moderna mRNA-1273","mRNA","2","final",NA,"14+","adults","general pop","included","~20 weeks","infection","infection","infection","other combinations",87.4,85.6,89.1,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,NA,NA,NA,NA
"569",86,"Bruxvoort","Matched prospective cohort",572,2021-11-24,"Moderna mRNA-1273","mRNA","2","final",NA,"14+","adults","general pop","included","~20 weeks","asymptomatic infection","asymptomatic","infection","other combinations",72.7,57.6,82.4,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,NA,NA,NA,NA
"570",86,"Bruxvoort","Matched prospective cohort",573,2021-11-24,"Moderna mRNA-1273","mRNA","2","final",NA,"14+","adults","general pop","included","~20 weeks","symptomatic disease","symptomatic","symptomatic","other combinations",88.3,86.5,89.9,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,NA,NA,NA,NA
"571",86,"Bruxvoort","Matched prospective cohort",574,2021-11-24,"Moderna mRNA-1273","mRNA","2","final",NA,"14+","adults","general pop","included","~20 weeks","hospitalization","severe","severe","other combinations",95.8,92.5,97.6,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,NA,NA,NA,NA
"572",86,"Bruxvoort","Matched prospective cohort",575,2021-11-24,"Moderna mRNA-1273","mRNA","2","final",NA,"14+","adults","general pop","included","~20 weeks","death","death","death","other combinations",97.9,84.5,99.7,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,NA,NA,NA,NA
"573",87,"Barlow","Test-negative case-control",576,2021-09-03,"Multiple or heterologous RNA","mRNA","2","final",NA,"14+",">= 15 years","general pop","excluded","~4 weeks","infection","infection","infection","delta",74,65,82,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,NA,NA,NA,NA
"574",87,"Barlow","Test-negative case-control",577,2021-09-03,"Janssen Ad26.COV2.S","Vectored","1","final",NA,"14+",">= 15 years","general pop","excluded","~4 weeks","infection","infection","infection","delta",51,-2,76,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,NA,NA,NA,NA
"575",88,"Tande","Retrospective cohort",578,2021-09-06,"Multiple or heterologous RNA","mRNA","1","1",NA,"20+","surgery patients","surgery patients","included",NA,"asymptomatic infection (January-March)","asymptomatic","infection","original",44,-6,71,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,NA,NA,NA,NA
"576",88,"Tande","Retrospective cohort",579,2021-09-06,"Multiple or heterologous RNA","mRNA","2","final",NA,"14+","surgery patients","surgery patients","included","~10 weeks","asymptomatic infection (January-March)","asymptomatic","infection","original",91,72,98,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,NA,NA,NA,NA
"577",88,"Tande","Retrospective cohort",580,2021-09-06,"Multiple or heterologous RNA","mRNA","1","1",NA,"20+","surgery patients","surgery patients","included",NA,"asymptomatic infection (April-May)","asymptomatic","infection","alpha",46,53,83,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,NA,NA,NA,NA
"578",88,"Tande","Retrospective cohort",581,2021-09-06,"Multiple or heterologous RNA","mRNA","2","final",NA,"14+","surgery patients","surgery patients","included","~19 weeks","asymptomatic infection (April-May)","asymptomatic","infection","alpha",71,53,83,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,NA,NA,NA,NA
"579",88,"Tande","Retrospective cohort",582,2021-09-06,"Multiple or heterologous RNA","mRNA","1","1",NA,"20+","surgery patients","surgery patients","included",NA,"asymptomatic infection (June-August)","asymptomatic","infection","delta",63,44,76,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,NA,NA,NA,NA
"580",88,"Tande","Retrospective cohort",583,2021-09-06,"Multiple or heterologous RNA","mRNA","2","final",NA,"14+","surgery patients","surgery patients","included","~32 weeks","asymptomatic infection (June-August)","asymptomatic","infection","delta",63,44,76,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,NA,NA,NA,NA
"581",89,"Iliaki","Retrospective cohort",584,2021-10-18,"Multiple or heterologous RNA","mRNA","1","1",NA,"14+","HCW","HCW","excluded",NA,"infection","infection","infection","alpha",80.2,57.5,90.8,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,NA,NA,NA,NA
"582",89,"Iliaki","Retrospective cohort",585,2021-10-18,"Multiple or heterologous RNA","mRNA","2","final",NA,"14+","HCW","HCW","excluded","~10 weeks","infection","infection","infection","alpha",95.2,80,98.8,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,NA,NA,NA,NA
"583",90,"Thompson","Test-negative case-control",586,2021-09-08,"BioNTech/Pfizer BNT162b2","mRNA","1","1",NA,"14+",">= 50 years",">= 50 years","excluded",NA,"hospitalization","severe","severe","other combinations",33,18,46,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,NA,NA,NA,NA
"584",90,"Thompson","Test-negative case-control",587,2021-09-08,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,"14+",">= 50 years",">= 50 years","excluded","~22 weeks","hospitalization","severe","severe","other combinations",87,85,90,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,NA,NA,NA,NA
"585",90,"Thompson","Test-negative case-control",588,2021-09-08,"BioNTech/Pfizer BNT162b2","mRNA","1","1",NA,"14+",">= 50 years",">= 50 years","excluded",NA,"ED or UC visit","symptomatic","symptomatic","other combinations",58,46,68,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,NA,NA,NA,NA
"586",90,"Thompson","Test-negative case-control",589,2021-09-08,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,"14+",">= 50 years",">= 50 years","excluded","~22 weeks","ED or UC visit","symptomatic","symptomatic","other combinations",89,85,91,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,NA,NA,NA,NA
