"","study ID","first author","study design","publication date","primary series vaccine","historyofCOVID ","dose_number","dose","timing_of_dose_days","outcome_detail","outcome_category","country","population_detail","population_category","VE","LCL","UCL","variant_sequenced","variant_context","max duration follow-up","dose interval","notes","n_row","country_clean","iso3c","Study_id_f","Country.Code","GNI_per_c_WB","year_GNI","Economy","Region","Income group","q_GNI_per_c_WB","continent","owid_vac_intro","owid_vac_F40","owid_vac_F70","who_vac_intro","min_vac_intro","diff_owid_who_intro","diff_intro_F40","diff_intro_F70","owid_who","V1_date_group","V40_date_group","V40_group","V1_dummy","V40_dummy","V70_dummy","publication_date","outcome_final","semester","clean_vaccine","vac_type","variant_clean","earliest_date","min_pub_date"
"554",83,"Nunes","Retrospective cohort","23Sept2021","BNT162b2 (Pfizer BioNTech) or mRNA-1273 (Moderna)","excluded","1","1","14+ up to <14 post 2nd dose","hospitalization","severe","Portugal",">= 80 years",">= 80 years",55,"36",69,NA,"alpha & delta",NA,NA,NA,557,"Portugal","PRT",83,"PRT",23180,2019,"Portugal","Europe & Central Asia","High income",4,"Europe",2021-01-01,2021-07-09,2021-08-27,2020-12-23,2020-12-23,9,198,247,"who","before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2021-09-23,"severe","2021 (Jul-Dec)","Multiple or heterologous RNA","mRNA","other combinations",NA,2021-09-23
"555",83,"Nunes","Retrospective cohort","23Sept2021","BNT162b2 (Pfizer BioNTech) or mRNA-1273 (Moderna)","excluded","2","final","14+","hospitalization","severe","Portugal",">= 80 years",">= 80 years",82,"72",89,NA,"alpha & delta","~22.5 weeks",NA,NA,558,"Portugal","PRT",83,"PRT",23180,2019,"Portugal","Europe & Central Asia","High income",4,"Europe",2021-01-01,2021-07-09,2021-08-27,2020-12-23,2020-12-23,9,198,247,"who","before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2021-09-23,"severe","2021 (Jul-Dec)","Multiple or heterologous RNA","mRNA","other combinations",NA,2021-09-23
"556",83,"Nunes","Retrospective cohort","23Sept2021","BNT162b2 (Pfizer BioNTech) or mRNA-1273 (Moderna)","excluded","1","1","14+ up to <14 post 2nd dose","death","death","Portugal",">= 80 years",">= 80 years",56,"35",70,NA,"alpha & delta",NA,NA,NA,559,"Portugal","PRT",83,"PRT",23180,2019,"Portugal","Europe & Central Asia","High income",4,"Europe",2021-01-01,2021-07-09,2021-08-27,2020-12-23,2020-12-23,9,198,247,"who","before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2021-09-23,"death","2021 (Jul-Dec)","Multiple or heterologous RNA","mRNA","other combinations",NA,2021-09-23
"557",83,"Nunes","Retrospective cohort","23Sept2021","BNT162b2 (Pfizer BioNTech) or mRNA-1273 (Moderna)","excluded","2","final","14+","death","death","Portugal",">= 80 years",">= 80 years",81,"74",87,NA,"alpha & delta","~22.5 weeks",NA,NA,560,"Portugal","PRT",83,"PRT",23180,2019,"Portugal","Europe & Central Asia","High income",4,"Europe",2021-01-01,2021-07-09,2021-08-27,2020-12-23,2020-12-23,9,198,247,"who","before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2021-09-23,"death","2021 (Jul-Dec)","Multiple or heterologous RNA","mRNA","other combinations",NA,2021-09-23
"558",84,"Katz","Prospective cohort","10Dec2021","BNT162b2 (Pfizer BioNTech)","included","2","final","14+","infection","infection","Israel","HCW","HCW",94.5,"82.5",98.2,NA,"alpha","~18 weeks",NA,NA,561,"Israel","ISR",84,"ISR",43800,2019,"Israel","Middle East & North Africa","High income",4,"Asia",2020-12-20,2021-03-07,NA,2020-12-16,2020-12-16,4,81,NA,"who","before jan/2021","before Jun/2021","<180","yes","yes","no",2021-12-10,"infection","2021 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","alpha","02/09/2021",2021-09-02
"559",84,"Katz","Prospective cohort","10Dec2021","BNT162b2 (Pfizer BioNTech)","included","2","final","7+","symptomatic disease","symptomatic","Israel","HCW","HCW",97,"72",99.7,NA,"alpha","~18 weeks",NA,NA,562,"Israel","ISR",84,"ISR",43800,2019,"Israel","Middle East & North Africa","High income",4,"Asia",2020-12-20,2021-03-07,NA,2020-12-16,2020-12-16,4,81,NA,"who","before jan/2021","before Jun/2021","<180","yes","yes","no",2021-12-10,"symptomatic","2021 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","alpha","02/09/2021",2021-09-02
"560",85,"Giansante","Retrospective cohort","02Sept2021","BNT162b2 (Pfizer BioNTech) or mRNA-1273 (Moderna)","excluded","1","1","14+","infection","infection","Italy","HCW and staff","HCW and staff",85.5,"75.9",91.3,NA,"alpha & delta",NA,NA,NA,563,"Italy","ITA",85,"ITA",34890,2019,"Italy","Europe & Central Asia","High income",4,"Europe",2020-12-27,2021-07-12,2021-10-04,2020-12-23,2020-12-23,4,201,285,"who","before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2021-09-02,"infection","2021 (Jul-Dec)","Multiple or heterologous RNA","mRNA","other combinations",NA,2021-09-02
"561",85,"Giansante","Retrospective cohort","02Sept2021","BNT162b2 (Pfizer BioNTech) or mRNA-1273 (Moderna)","excluded","2","final","14+","infection","infection","Italy","HCW and staff","HCW and staff",84.8,"73.2",91.4,NA,"alpha & delta","~16 weeks",NA,NA,564,"Italy","ITA",85,"ITA",34890,2019,"Italy","Europe & Central Asia","High income",4,"Europe",2020-12-27,2021-07-12,2021-10-04,2020-12-23,2020-12-23,4,201,285,"who","before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2021-09-02,"infection","2021 (Jul-Dec)","Multiple or heterologous RNA","mRNA","other combinations",NA,2021-09-02
"562",85,"Giansante","Retrospective cohort","02Sept2021","BNT162b2 (Pfizer BioNTech) or mRNA-1273 (Moderna)","excluded","1","1","14+","symptomatic disease","symptomatic","Italy","HCW and staff","HCW and staff",81.7,"62.7",91,NA,"alpha & delta",NA,NA,NA,565,"Italy","ITA",85,"ITA",34890,2019,"Italy","Europe & Central Asia","High income",4,"Europe",2020-12-27,2021-07-12,2021-10-04,2020-12-23,2020-12-23,4,201,285,"who","before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2021-09-02,"symptomatic","2021 (Jul-Dec)","Multiple or heterologous RNA","mRNA","other combinations",NA,2021-09-02
"563",85,"Giansante","Retrospective cohort","02Sept2021","BNT162b2 (Pfizer BioNTech) or mRNA-1273 (Moderna)","excluded","2","final","14+","symptomatic disease","symptomatic","Italy","HCW and staff","HCW and staff",87.1,"69.3",94.6,NA,"alpha & delta","~16 weeks",NA,NA,566,"Italy","ITA",85,"ITA",34890,2019,"Italy","Europe & Central Asia","High income",4,"Europe",2020-12-27,2021-07-12,2021-10-04,2020-12-23,2020-12-23,4,201,285,"who","before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2021-09-02,"symptomatic","2021 (Jul-Dec)","Multiple or heterologous RNA","mRNA","other combinations",NA,2021-09-02
"564",85,"Giansante","Retrospective cohort","02Sept2021","BNT162b2 (Pfizer BioNTech) or mRNA-1273 (Moderna)","excluded","1","1","14+","infection","infection","Italy","HCW","HCW",87.8,"76.5",93.7,NA,"alpha & delta",NA,NA,NA,567,"Italy","ITA",85,"ITA",34890,2019,"Italy","Europe & Central Asia","High income",4,"Europe",2020-12-27,2021-07-12,2021-10-04,2020-12-23,2020-12-23,4,201,285,"who","before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2021-09-02,"infection","2021 (Jul-Dec)","Multiple or heterologous RNA","mRNA","other combinations",NA,2021-09-02
"565",85,"Giansante","Retrospective cohort","02Sept2021","BNT162b2 (Pfizer BioNTech) or mRNA-1273 (Moderna)","excluded","2","final","14+","infection","infection","Italy","HCW","HCW",84.4,"69.7",92,NA,"alpha & delta","~16 weeks",NA,NA,568,"Italy","ITA",85,"ITA",34890,2019,"Italy","Europe & Central Asia","High income",4,"Europe",2020-12-27,2021-07-12,2021-10-04,2020-12-23,2020-12-23,4,201,285,"who","before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2021-09-02,"infection","2021 (Jul-Dec)","Multiple or heterologous RNA","mRNA","other combinations",NA,2021-09-02
"566",85,"Giansante","Retrospective cohort","02Sept2021","BNT162b2 (Pfizer BioNTech) or mRNA-1273 (Moderna)","excluded","1","1","14+","symptomatic disease","symptomatic","Italy","HCW","HCW",83.1,"60",92.9,NA,"alpha & delta",NA,NA,NA,569,"Italy","ITA",85,"ITA",34890,2019,"Italy","Europe & Central Asia","High income",4,"Europe",2020-12-27,2021-07-12,2021-10-04,2020-12-23,2020-12-23,4,201,285,"who","before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2021-09-02,"symptomatic","2021 (Jul-Dec)","Multiple or heterologous RNA","mRNA","other combinations",NA,2021-09-02
"567",85,"Giansante","Retrospective cohort","02Sept2021","BNT162b2 (Pfizer BioNTech) or mRNA-1273 (Moderna)","excluded","2","final","14+","symptomatic disease","symptomatic","Italy","HCW","HCW",86.5,"62.9",95.1,NA,"alpha & delta","~16 weeks",NA,NA,570,"Italy","ITA",85,"ITA",34890,2019,"Italy","Europe & Central Asia","High income",4,"Europe",2020-12-27,2021-07-12,2021-10-04,2020-12-23,2020-12-23,4,201,285,"who","before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2021-09-02,"symptomatic","2021 (Jul-Dec)","Multiple or heterologous RNA","mRNA","other combinations",NA,2021-09-02
"568",86,"Bruxvoort","Matched prospective cohort","24Nov2021","mRNA-1273 (Moderna)","included","2","final","14+","infection","infection","USA","adults","general pop",87.4,"85.6",89.1,NA,"alpha & delta","~20 weeks",NA,NA,571,"USA","USA",86,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"owid","before jan/2021","before Jun/2021","<180","yes","yes","no",2021-11-24,"infection","2021 (Jul-Dec)","Moderna mRNA-1273","mRNA","other combinations","02/09/2021",2021-09-02
"569",86,"Bruxvoort","Matched prospective cohort","24Nov2021","mRNA-1273 (Moderna)","included","2","final","14+","asymptomatic infection","asymptomatic","USA","adults","general pop",72.7,"57.6",82.4,NA,"alpha & delta","~20 weeks",NA,NA,572,"USA","USA",86,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"owid","before jan/2021","before Jun/2021","<180","yes","yes","no",2021-11-24,"infection","2021 (Jul-Dec)","Moderna mRNA-1273","mRNA","other combinations","02/09/2021",2021-09-02
"570",86,"Bruxvoort","Matched prospective cohort","24Nov2021","mRNA-1273 (Moderna)","included","2","final","14+","symptomatic disease","symptomatic","USA","adults","general pop",88.3,"86.5",89.9,NA,"alpha & delta","~20 weeks",NA,NA,573,"USA","USA",86,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"owid","before jan/2021","before Jun/2021","<180","yes","yes","no",2021-11-24,"symptomatic","2021 (Jul-Dec)","Moderna mRNA-1273","mRNA","other combinations","02/09/2021",2021-09-02
"571",86,"Bruxvoort","Matched prospective cohort","24Nov2021","mRNA-1273 (Moderna)","included","2","final","14+","hospitalization","severe","USA","adults","general pop",95.8,"92.5",97.6,NA,"alpha & delta","~20 weeks",NA,NA,574,"USA","USA",86,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"owid","before jan/2021","before Jun/2021","<180","yes","yes","no",2021-11-24,"severe","2021 (Jul-Dec)","Moderna mRNA-1273","mRNA","other combinations","02/09/2021",2021-09-02
"572",86,"Bruxvoort","Matched prospective cohort","24Nov2021","mRNA-1273 (Moderna)","included","2","final","14+","death","death","USA","adults","general pop",97.9,"84.5",99.7,NA,"alpha & delta","~20 weeks",NA,NA,575,"USA","USA",86,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"owid","before jan/2021","before Jun/2021","<180","yes","yes","no",2021-11-24,"death","2021 (Jul-Dec)","Moderna mRNA-1273","mRNA","other combinations","02/09/2021",2021-09-02
"573",87,"Barlow","Test-negative case-control","03Sept2021","BNT162b2 (Pfizer BioNTech) or mRNA-1273 (Moderna)","excluded","2","final","14+","infection","infection","USA",">= 15 years","general pop",74,"65",82,NA,"delta","~4 weeks",NA,NA,576,"USA","USA",87,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"owid","before jan/2021","before Jun/2021","<180","yes","yes","no",2021-09-03,"infection","2021 (Jul-Dec)","Multiple or heterologous RNA","mRNA","delta",NA,2021-09-03
"574",87,"Barlow","Test-negative case-control","03Sept2021","Ad26.COV2.S (Janssen)","excluded","1","final","14+","infection","infection","USA",">= 15 years","general pop",51,"-2",76,NA,"delta","~4 weeks",NA,NA,577,"USA","USA",87,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"owid","before jan/2021","before Jun/2021","<180","yes","yes","no",2021-09-03,"infection","2021 (Jul-Dec)","Janssen Ad26.COV2.S","Vectored","delta",NA,2021-09-03
"575",88,"Tande","Retrospective cohort","06Sept2021","BNT162b2 (Pfizer BioNTech) or mRNA-1273 (Moderna)","included","1","1","20+","asymptomatic infection (January-March)","asymptomatic","USA","surgery patients","surgery patients",44,"-6",71,NA,"non-VOC",NA,NA,NA,578,"USA","USA",88,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"owid","before jan/2021","before Jun/2021","<180","yes","yes","no",2021-09-06,"infection","2021 (Jul-Dec)","Multiple or heterologous RNA","mRNA","original",NA,2021-09-06
"576",88,"Tande","Retrospective cohort","06Sept2021","BNT162b2 (Pfizer BioNTech) or mRNA-1273 (Moderna)","included","2","final","14+","asymptomatic infection (January-March)","asymptomatic","USA","surgery patients","surgery patients",91,"72",98,NA,"non-VOC","~10 weeks",NA,NA,579,"USA","USA",88,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"owid","before jan/2021","before Jun/2021","<180","yes","yes","no",2021-09-06,"infection","2021 (Jul-Dec)","Multiple or heterologous RNA","mRNA","original",NA,2021-09-06
"577",88,"Tande","Retrospective cohort","06Sept2021","BNT162b2 (Pfizer BioNTech) or mRNA-1273 (Moderna)","included","1","1","20+","asymptomatic infection (April-May)","asymptomatic","USA","surgery patients","surgery patients",46,"53",83,NA,"alpha",NA,NA,NA,580,"USA","USA",88,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"owid","before jan/2021","before Jun/2021","<180","yes","yes","no",2021-09-06,"infection","2021 (Jul-Dec)","Multiple or heterologous RNA","mRNA","alpha",NA,2021-09-06
"578",88,"Tande","Retrospective cohort","06Sept2021","BNT162b2 (Pfizer BioNTech) or mRNA-1273 (Moderna)","included","2","final","14+","asymptomatic infection (April-May)","asymptomatic","USA","surgery patients","surgery patients",71,"53",83,NA,"alpha","~19 weeks",NA,NA,581,"USA","USA",88,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"owid","before jan/2021","before Jun/2021","<180","yes","yes","no",2021-09-06,"infection","2021 (Jul-Dec)","Multiple or heterologous RNA","mRNA","alpha",NA,2021-09-06
"579",88,"Tande","Retrospective cohort","06Sept2021","BNT162b2 (Pfizer BioNTech) or mRNA-1273 (Moderna)","included","1","1","20+","asymptomatic infection (June-August)","asymptomatic","USA","surgery patients","surgery patients",63,"44",76,NA,"delta",NA,NA,NA,582,"USA","USA",88,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"owid","before jan/2021","before Jun/2021","<180","yes","yes","no",2021-09-06,"infection","2021 (Jul-Dec)","Multiple or heterologous RNA","mRNA","delta",NA,2021-09-06
"580",88,"Tande","Retrospective cohort","06Sept2021","BNT162b2 (Pfizer BioNTech) or mRNA-1273 (Moderna)","included","2","final","14+","asymptomatic infection (June-August)","asymptomatic","USA","surgery patients","surgery patients",63,"44",76,NA,"delta","~32 weeks",NA,NA,583,"USA","USA",88,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"owid","before jan/2021","before Jun/2021","<180","yes","yes","no",2021-09-06,"infection","2021 (Jul-Dec)","Multiple or heterologous RNA","mRNA","delta",NA,2021-09-06
"581",89,"Iliaki","Retrospective cohort","18Oct2021","BNT162b2 (Pfizer BioNTech) or mRNA-1273 (Moderna)","excluded","1","1","14+","infection","infection","USA","HCW","HCW",80.2,"57.5",90.8,NA,"alpha",NA,NA,NA,584,"USA","USA",89,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"owid","before jan/2021","before Jun/2021","<180","yes","yes","no",2021-10-18,"infection","2021 (Jul-Dec)","Multiple or heterologous RNA","mRNA","alpha","06/09/2021",2021-09-06
"582",89,"Iliaki","Retrospective cohort","18Oct2021","BNT162b2 (Pfizer BioNTech) or mRNA-1273 (Moderna)","excluded","2","final","14+","infection","infection","USA","HCW","HCW",95.2,"80",98.8,NA,"alpha","~10 weeks",NA,NA,585,"USA","USA",89,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"owid","before jan/2021","before Jun/2021","<180","yes","yes","no",2021-10-18,"infection","2021 (Jul-Dec)","Multiple or heterologous RNA","mRNA","alpha","06/09/2021",2021-09-06
"583",90,"Thompson","Test-negative case-control","08Sept2021","BNT162b2 (Pfizer BioNTech)","excluded","1","1","14+","hospitalization","severe","USA",">= 50 years",">= 50 years",33,"18",46,NA,"non-VOC & alpha",NA,NA,NA,586,"USA","USA",90,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"owid","before jan/2021","before Jun/2021","<180","yes","yes","no",2021-09-08,"severe","2021 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","other combinations",NA,2021-09-08
"584",90,"Thompson","Test-negative case-control","08Sept2021","BNT162b2 (Pfizer BioNTech)","excluded","2","final","14+","hospitalization","severe","USA",">= 50 years",">= 50 years",87,"85",90,NA,"non-VOC & alpha","~22 weeks",NA,NA,587,"USA","USA",90,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"owid","before jan/2021","before Jun/2021","<180","yes","yes","no",2021-09-08,"severe","2021 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","other combinations",NA,2021-09-08
"585",90,"Thompson","Test-negative case-control","08Sept2021","BNT162b2 (Pfizer BioNTech)","excluded","1","1","14+","ED or UC visit","symptomatic","USA",">= 50 years",">= 50 years",58,"46",68,NA,"non-VOC & alpha",NA,NA,NA,588,"USA","USA",90,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"owid","before jan/2021","before Jun/2021","<180","yes","yes","no",2021-09-08,"symptomatic","2021 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","other combinations",NA,2021-09-08
"586",90,"Thompson","Test-negative case-control","08Sept2021","BNT162b2 (Pfizer BioNTech)","excluded","2","final","14+","ED or UC visit","symptomatic","USA",">= 50 years",">= 50 years",89,"85",91,NA,"non-VOC & alpha","~22 weeks",NA,NA,589,"USA","USA",90,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"owid","before jan/2021","before Jun/2021","<180","yes","yes","no",2021-09-08,"symptomatic","2021 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","other combinations",NA,2021-09-08
"587",90,"Thompson","Test-negative case-control","08Sept2021","mRNA-1273 (Moderna)","excluded","1","1","14+","hospitalization","severe","USA",">= 50 years",">= 50 years",68,"59",75,NA,"non-VOC & alpha",NA,NA,NA,590,"USA","USA",90,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"owid","before jan/2021","before Jun/2021","<180","yes","yes","no",2021-09-08,"severe","2021 (Jul-Dec)","Moderna mRNA-1273","mRNA","other combinations",NA,2021-09-08
"588",90,"Thompson","Test-negative case-control","08Sept2021","mRNA-1273 (Moderna)","excluded","2","final","14+","hospitalization","severe","USA",">= 50 years",">= 50 years",91,"89",93,NA,"non-VOC & alpha","20 weeks",NA,NA,591,"USA","USA",90,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"owid","before jan/2021","before Jun/2021","<180","yes","yes","no",2021-09-08,"severe","2021 (Jul-Dec)","Moderna mRNA-1273","mRNA","other combinations",NA,2021-09-08
