"","study ID","first author","study design","publication date","primary series vaccine","historyofCOVID","dose_number","dose","timing_of_dose_days","outcome_detail","outcome_category","country","population_detail","population_category","VE","LCL","UCL","variant_sequenced","variant_context","max duration follow-up","dose interval","notes","country_clean","iso3c","Study_id_f","Country.Code","GNI_per_c_WB","year_GNI","Economy","Region","Income group","q_GNI_per_c_WB","continent","owid_vac_intro","owid_vac_F40","owid_vac_F70","who_vac_intro","min_vac_intro","diff_owid_who_intro","diff_intro_F40","diff_intro_F70","V1_date_group","V40_date_group","V40_group","V1_dummy","V40_dummy","V70_dummy","publication_date","outcome_final","semester","clean_vaccine","vac_type","variant_clean","include_population","inclusion_notes","clean_vaccine_dose"
"139",174,"Lytras","Retrospective cohort","14Jun2022","BNT162b2 (Pfizer BioNTech)","included","2","final","14+","intubation","severe","Greece","60-79 years","60-79 years",96.7,95.9,97.4,NA,"delta","~48 weeks",NA,NA,"Greece","GRC",174,"GRC",19690,2019,"Greece","Europe & Central Asia","High income",3,"Europe",2020-12-29,2021-07-09,2022-01-24,2020-12-23,2020-12-23,6,198,397,"before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2022-06-14,"severe","2022 (Jan-Jun)","BioNTech/Pfizer BNT162b2","mRNA","delta","yes",NA,"BioNTech/Pfizer BNT162b2 x 2"
"140",174,"Lytras","Retrospective cohort","14Jun2022","BNT162b2 (Pfizer BioNTech)","included","2","final","6 months","intubation","severe","Greece","60-79 years","60-79 years",92,91,92.9,NA,"delta","~48 weeks",NA,NA,"Greece","GRC",174,"GRC",19690,2019,"Greece","Europe & Central Asia","High income",3,"Europe",2020-12-29,2021-07-09,2022-01-24,2020-12-23,2020-12-23,6,198,397,"before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2022-06-14,"severe","2022 (Jan-Jun)","BioNTech/Pfizer BNT162b2","mRNA","delta","yes",NA,"BioNTech/Pfizer BNT162b2 x 2"
"141",174,"Lytras","Retrospective cohort","14Jun2022","BNT162b2 (Pfizer BioNTech)","included","2","final","14+","intubation","severe","Greece",">= 80 years",">= 80 years",94.2,92,95.7,NA,"delta","~48 weeks",NA,NA,"Greece","GRC",174,"GRC",19690,2019,"Greece","Europe & Central Asia","High income",3,"Europe",2020-12-29,2021-07-09,2022-01-24,2020-12-23,2020-12-23,6,198,397,"before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2022-06-14,"severe","2022 (Jan-Jun)","BioNTech/Pfizer BNT162b2","mRNA","delta","yes",NA,"BioNTech/Pfizer BNT162b2 x 2"
"142",174,"Lytras","Retrospective cohort","14Jun2022","BNT162b2 (Pfizer BioNTech)","included","2","final","6 months","intubation","severe","Greece",">= 80 years",">= 80 years",85.9,83.5,88,NA,"delta","~48 weeks",NA,NA,"Greece","GRC",174,"GRC",19690,2019,"Greece","Europe & Central Asia","High income",3,"Europe",2020-12-29,2021-07-09,2022-01-24,2020-12-23,2020-12-23,6,198,397,"before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2022-06-14,"severe","2022 (Jan-Jun)","BioNTech/Pfizer BNT162b2","mRNA","delta","yes",NA,"BioNTech/Pfizer BNT162b2 x 2"
"143",178,"Lauring","Test-negative case-control","09Mar2022","BNT162b2 (Pfizer BioNTech)","excluded","2","final","14+","hospitalization","severe","USA",">= 18 years","general pop",82,80,84,"delta","delta","~27 weeks",NA,NA,"USA","USA",178,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"before jan/2021","before Jun/2021","<180","yes","yes","no",2022-03-09,"severe","2022 (Jan-Jun)","BioNTech/Pfizer BNT162b2","mRNA","delta","yes",NA,"BioNTech/Pfizer BNT162b2 x 2"
"144",194,"Smid","Retrospective cohort","15Oct2022","BNT162b2 (Pfizer BioNTech)","included","2","final","14-74","hospitalization","severe","Czech Republic","all ages","general pop",80,72,85,NA,"delta","~54 weeks",NA,NA,"Czech Republic","CZE",194,"CZE",22100,2019,"Czechia","Europe & Central Asia","High income",3,"Europe",2020-12-27,2021-07-16,NA,2020-12-23,2020-12-23,4,205,NA,"before jan/2021","Jun-Aug/2021","180-269","yes","yes","no",2022-10-15,"severe","2022 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","delta","yes",NA,"BioNTech/Pfizer BNT162b2 x 2"
"145",194,"Smid","Retrospective cohort","15Oct2022","BNT162b2 (Pfizer BioNTech)","included","2","final","135+","hospitalization","severe","Czech Republic","all ages","general pop",82,77,86,NA,"delta","~54 weeks",NA,NA,"Czech Republic","CZE",194,"CZE",22100,2019,"Czechia","Europe & Central Asia","High income",3,"Europe",2020-12-27,2021-07-16,NA,2020-12-23,2020-12-23,4,205,NA,"before jan/2021","Jun-Aug/2021","180-269","yes","yes","no",2022-10-15,"severe","2022 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","delta","yes",NA,"BioNTech/Pfizer BNT162b2 x 2"
"146",203,"Baum","Retrospective cohort","05Nov2022","BNT162b2 (Pfizer BioNTech)","excluded","2","final","14-90","hospitalization","severe","Finland",">= 70 years",">= 70 years",90,78,96,NA,"delta","~48.5 weeks",NA,NA,"Finland","FIN",203,"FIN",49950,2019,"Finland","Europe & Central Asia","High income",4,"Europe",2021-01-17,2021-08-15,2021-10-31,2020-12-23,2020-12-23,25,235,312,"before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2022-11-05,"severe","2022 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","delta","yes",NA,"BioNTech/Pfizer BNT162b2 x 2"
"147",203,"Baum","Retrospective cohort","05Nov2022","BNT162b2 (Pfizer BioNTech)","excluded","2","final","181+","hospitalization","severe","Finland",">= 70 years",">= 70 years",79,71,84,NA,"delta","~48.5 weeks",NA,NA,"Finland","FIN",203,"FIN",49950,2019,"Finland","Europe & Central Asia","High income",4,"Europe",2021-01-17,2021-08-15,2021-10-31,2020-12-23,2020-12-23,25,235,312,"before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2022-11-05,"severe","2022 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","delta","yes",NA,"BioNTech/Pfizer BNT162b2 x 2"
"148",218,"Starrfelt","Retrospective cohort","30Mar2022","BNT162b2 (Pfizer BioNTech)","excluded","2","final","2-9 weeks","hospitalization","severe","Norway",">= 18 years","general pop",97.5,95.6,98.6,NA,"delta","~7 weeks",NA,NA,"Norway","NOR",218,"NOR",82430,2019,"Norway","Europe & Central Asia","High income",4,"Europe",2020-12-28,2021-08-12,2021-11-18,2020-12-23,2020-12-23,5,232,330,"before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2022-03-30,"severe","2022 (Jan-Jun)","BioNTech/Pfizer BNT162b2","mRNA","delta","yes",NA,"BioNTech/Pfizer BNT162b2 x 2"
"149",218,"Starrfelt","Retrospective cohort","30Mar2022","BNT162b2 (Pfizer BioNTech)","excluded","2","final",">33 weeks","hospitalization","severe","Norway",">= 18 years","general pop",63.9,54.3,71.5,NA,"delta","~43 weeks",NA,NA,"Norway","NOR",218,"NOR",82430,2019,"Norway","Europe & Central Asia","High income",4,"Europe",2020-12-28,2021-08-12,2021-11-18,2020-12-23,2020-12-23,5,232,330,"before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2022-03-30,"severe","2022 (Jan-Jun)","BioNTech/Pfizer BNT162b2","mRNA","delta","yes",NA,"BioNTech/Pfizer BNT162b2 x 2"
"150",230,"Plumb","Test-negative case-control","12Apr2022","BNT162b2 (Pfizer BioNTech)","included","2","final","14+","hospitalization","severe","USA","hospitalized adults","general pop",50,39,59,NA,"delta","~55 weeks",NA,NA,"USA","USA",230,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"before jan/2021","before Jun/2021","<180","yes","yes","no",2022-04-12,"severe","2022 (Jan-Jun)","BioNTech/Pfizer BNT162b2","mRNA","delta","yes",NA,"BioNTech/Pfizer BNT162b2 x 2"
"151",235,"Voko","Retrospective cohort","22Jul2022","BNT162b2 (Pfizer BioNTech)","included","2","final","14-120","hospitalization","severe","Hungary","18-64 years","18-64 years",82.6,80.1,84.7,NA,"delta","~47 weeks",NA,NA,"Hungary","HUN",235,"HUN",16570,2019,"Hungary","Europe & Central Asia","High income",3,"Europe",2020-12-28,2021-06-05,NA,2020-12-23,2020-12-23,5,164,NA,"before jan/2021","Jun-Aug/2021","<180","yes","yes","no",2022-07-22,"severe","2022 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","delta","yes",NA,"BioNTech/Pfizer BNT162b2 x 2"
"152",235,"Voko","Retrospective cohort","22Jul2022","BNT162b2 (Pfizer BioNTech)","included","2","final","240+","hospitalization","severe","Hungary","18-64 years","18-64 years",69.6,64.9,73.6,NA,"delta","~47 weeks",NA,NA,"Hungary","HUN",235,"HUN",16570,2019,"Hungary","Europe & Central Asia","High income",3,"Europe",2020-12-28,2021-06-05,NA,2020-12-23,2020-12-23,5,164,NA,"before jan/2021","Jun-Aug/2021","<180","yes","yes","no",2022-07-22,"severe","2022 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","delta","yes",NA,"BioNTech/Pfizer BNT162b2 x 2"
"153",310,"Penayo","Test-negative case-control","01Jun2022","BNT162b2 (Pfizer BioNTech)","included","2","final","14+","hospitalization with SARI","severe","Paraguay",">=18 years","general pop",91.9,72.2,97.6,NA,"delta","~38 weeks",NA,NA,"Paraguay","PRY",310,"PRY",5950,2019,"Paraguay","Latin America & Caribbean","Upper middle income",2,"South America",2021-02-23,2021-12-10,NA,2021-02-22,2021-02-22,1,291,NA,"feb/2021","Dec/2021 +","270-359","yes","yes","no",2022-06-01,"severe","2022 (Jan-Jun)","BioNTech/Pfizer BNT162b2","mRNA","delta","yes",NA,"BioNTech/Pfizer BNT162b2 x 2"
"154",311,"Monge","Case cohort","02Sept2022","BNT162b2 (Pfizer BioNTech)","included","2","final","14+","hospitalization","severe","Spain","50-59 years","50-59 years",97,97,98,NA,"delta","~21 weeks",NA,NA,"Spain","ESP",311,"ESP",30370,2019,"Spain","Europe & Central Asia","High income",4,"Europe",2021-01-04,2021-07-04,2021-08-31,2020-12-30,2020-12-30,5,186,244,"before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2022-09-02,"severe","2022 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","delta","yes",NA,"BioNTech/Pfizer BNT162b2 x 2"
"155",315,"Chatzilena","Test-negative case-control","07Dec2022","BNT162b2 (Pfizer BioNTech)","excluded","2","final","7+","hospitalization","severe","UK",">=18 years","general pop",82.5,76.2,87.2,NA,"delta","~56 weeks",NA,NA,"UK","GBR",315,"GBR",43240,2019,"United Kingdom","Europe & Central Asia","High income",4,"Europe",2021-01-10,2021-06-04,2021-12-23,2020-12-21,2020-12-21,20,165,367,"before jan/2021","Jun-Aug/2021","<180","yes","yes","yes",2022-12-07,"severe","2022 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","delta","yes",NA,"BioNTech/Pfizer BNT162b2 x 2"
"156",315,"Chatzilena","Test-negative case-control","07Dec2022","BNT162b2 (Pfizer BioNTech)","excluded","2","final",">=3 months","hospitalization","severe","UK",">=18 years","general pop",91.5,83.1,96.2,NA,"delta","~56 weeks",NA,NA,"UK","GBR",315,"GBR",43240,2019,"United Kingdom","Europe & Central Asia","High income",4,"Europe",2021-01-10,2021-06-04,2021-12-23,2020-12-21,2020-12-21,20,165,367,"before jan/2021","Jun-Aug/2021","<180","yes","yes","yes",2022-12-07,"severe","2022 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","delta","yes",NA,"BioNTech/Pfizer BNT162b2 x 2"
"157",315,"Chatzilena","Test-negative case-control","07Dec2022","BNT162b2 (Pfizer BioNTech)","excluded","2","final",">3 months","hospitalization","severe","UK",">=18 years","general pop",79.5,71.5,85.3,NA,"delta","~56 weeks",NA,NA,"UK","GBR",315,"GBR",43240,2019,"United Kingdom","Europe & Central Asia","High income",4,"Europe",2021-01-10,2021-06-04,2021-12-23,2020-12-21,2020-12-21,20,165,367,"before jan/2021","Jun-Aug/2021","<180","yes","yes","yes",2022-12-07,"severe","2022 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","delta","yes",NA,"BioNTech/Pfizer BNT162b2 x 2"
"158",326,"Lin","Retrospective cohort","26Sep2022","BNT162b2 (Pfizer BioNTech)","included","2","final","~25 weeks","hospitalization","severe","USA",">=5 years","general pop",85.8,83.4,87.8,NA,"delta","~25 weeks",NA,"Persons vaccinated between July 2021 and June 2022. The study includes additional VE estimates for individuals vaccinated between December 2020 and March 2021 and between April 2021 and June 2021","USA","USA",326,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"before jan/2021","before Jun/2021","<180","yes","yes","no",2022-09-26,"severe","2022 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","delta","yes",NA,"BioNTech/Pfizer BNT162b2 x 2"
"159",326,"Lin","Retrospective cohort","26Sep2022","BNT162b2 (Pfizer BioNTech)","included","2","final","~38 weeks","hospitalization","severe","USA",">=5 years","general pop",70.9,65.3,75.6,NA,"delta","~38 weeks",NA,"Persons vaccinated between July 2021 and June 2022. The study includes additional VE estimates for individuals vaccinated between December 2020 and March 2021 and between April 2021 and June 2021","USA","USA",326,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"before jan/2021","before Jun/2021","<180","yes","yes","no",2022-09-26,"severe","2022 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","delta","yes",NA,"BioNTech/Pfizer BNT162b2 x 2"
"160",336,"Embi","Test-negative case-control","22May2023","BNT162b2 (Pfizer BioNTech)","included","2","final","14-149","hospitalization with COVID-like illness","severe","USA","immunocompetent adults >=18 years","immunocompetent adults",90,88,91,NA,"delta","~46 weeks",NA,NA,"USA","USA",336,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"before jan/2021","before Jun/2021","<180","yes","yes","no",2023-05-22,"severe","2023 (Jan-Jun)","BioNTech/Pfizer BNT162b2","mRNA","delta","yes",NA,"BioNTech/Pfizer BNT162b2 x 2"
"161",336,"Embi","Test-negative case-control","22May2023","BNT162b2 (Pfizer BioNTech)","included","2","final","150+","hospitalization with COVID-like illness","severe","USA","immunocompetent adults >=18 years","immunocompetent adults",80,79,82,NA,"delta","~46 weeks",NA,NA,"USA","USA",336,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"before jan/2021","before Jun/2021","<180","yes","yes","no",2023-05-22,"severe","2023 (Jan-Jun)","BioNTech/Pfizer BNT162b2","mRNA","delta","yes",NA,"BioNTech/Pfizer BNT162b2 x 2"
"162",387,"Altarawneh","Test-negative case-control","27Jul2023","BNT162b2 (Pfizer BioNTech)","excluded","2","final","14+","severe, critical or fatal disease","severe","Qatar","all ages","general pop",91.1,86.3,94.2,NA,"delta","~48 weeks",NA,NA,"Qatar","QAT",387,"QAT",65700,2019,"Qatar","Middle East & North Africa","High income",4,"Asia",2021-01-28,2021-05-31,2021-08-16,NA,2021-01-28,NA,123,200,"jan/2021","before Jun/2021","<180","yes","yes","yes",2023-07-27,"severe","2023 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","delta","yes",NA,"BioNTech/Pfizer BNT162b2 x 2"
"163",418,"Paternina-Caicedo","Test-negative case-control","09Sep2023","BNT162b2 (Pfizer BioNTech)","excluded","2","final","14+","hospitalization","severe","Colombia",">=5 years","general pop",91,79,96,NA,"delta","~36 weeks",NA,NA,"Colombia","COL",418,"COL",6630,2019,"Colombia","Latin America & Caribbean","Upper middle income",3,"South America",2021-02-18,2021-10-26,2022-07-29,2021-02-17,2021-02-17,1,251,527,"feb/2021","Sep-Nov/2021","180-269","yes","yes","no",2023-09-09,"severe","2023 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","delta","yes",NA,"BioNTech/Pfizer BNT162b2 x 2"
"164",422,"Mimura","Retrospective cohort","23Sep2023","BNT162b2 (Pfizer BioNTech)","excluded","2","final","7+","hospitalization","severe","Japan",">=65 years",">=65 years",93.5,83.7,100,NA,"delta","~22 weeks",NA,NA,"Japan","JPN",422,"JPN",41970,2019,"Japan","East Asia & Pacific","High income",4,"Asia",2021-02-22,2021-08-11,2021-10-16,2021-02-17,2021-02-17,5,175,241,"feb/2021","Jun-Aug/2021","<180","yes","yes","yes",2023-09-23,"severe","2023 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","delta","yes",NA,"BioNTech/Pfizer BNT162b2 x 2"
"165",426,"Hernandez-Avila","Test-negative case-control","19Oct2023","BNT162b2 (Pfizer BioNTech)","excluded","2","final","<91","hospitalization with ARI","severe","Mexico",">=65 years",">=65 years",87.5,84.9,89.7,NA,"delta","~33 weeks",NA,NA,"Mexico","MEX",426,"MEX",9860,2019,"Mexico","Latin America & Caribbean","Upper middle income",3,"North America",2020-12-27,2021-10-18,NA,2020-12-24,2020-12-24,3,298,NA,"before jan/2021","Sep-Nov/2021","270-359","yes","yes","no",2023-10-19,"severe","2023 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","delta","yes",NA,"BioNTech/Pfizer BNT162b2 x 2"
"166",426,"Hernandez-Avila","Test-negative case-control","19Oct2023","BNT162b2 (Pfizer BioNTech)","excluded","2","final","141+","hospitalization with ARI","severe","Mexico",">=65 years",">=65 years",80.5,77.4,83.2,NA,"delta","~33 weeks",NA,NA,"Mexico","MEX",426,"MEX",9860,2019,"Mexico","Latin America & Caribbean","Upper middle income",3,"North America",2020-12-27,2021-10-18,NA,2020-12-24,2020-12-24,3,298,NA,"before jan/2021","Sep-Nov/2021","270-359","yes","yes","no",2023-10-19,"severe","2023 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","delta","yes",NA,"BioNTech/Pfizer BNT162b2 x 2"
"167",426,"Hernandez-Avila","Test-negative case-control","19Oct2023","BNT162b2 (Pfizer BioNTech)","excluded","2","final","<91","severe disease","severe","Mexico",">=65 years",">=65 years",90.4,87.8,92.4,NA,"delta","~33 weeks",NA,NA,"Mexico","MEX",426,"MEX",9860,2019,"Mexico","Latin America & Caribbean","Upper middle income",3,"North America",2020-12-27,2021-10-18,NA,2020-12-24,2020-12-24,3,298,NA,"before jan/2021","Sep-Nov/2021","270-359","yes","yes","no",2023-10-19,"severe","2023 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","delta","yes",NA,"BioNTech/Pfizer BNT162b2 x 2"
"168",426,"Hernandez-Avila","Test-negative case-control","19Oct2023","BNT162b2 (Pfizer BioNTech)","excluded","2","final","141+","severe disease","severe","Mexico",">=65 years",">=65 years",85.3,82.3,87.8,NA,"delta","~33 weeks",NA,NA,"Mexico","MEX",426,"MEX",9860,2019,"Mexico","Latin America & Caribbean","Upper middle income",3,"North America",2020-12-27,2021-10-18,NA,2020-12-24,2020-12-24,3,298,NA,"before jan/2021","Sep-Nov/2021","270-359","yes","yes","no",2023-10-19,"severe","2023 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","delta","yes",NA,"BioNTech/Pfizer BNT162b2 x 2"
"169",92,"Grannis","Test-negative case-control","10Sept2021","Ad26.COV2.S (Janssen)","included","1","final","14+","hospitalization","severe","USA",">= 18 years","general pop",60,31,77,NA,"delta","4 weeks",NA,NA,"USA","USA",92,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"before jan/2021","before Jun/2021","<180","yes","yes","no",2021-09-10,"severe","2021 (Jul-Dec)","Janssen Ad26.COV2.S","Vectored","delta","yes",NA,"Janssen Ad26.COV2.S x 1"
"170",93,"Polinski","Retrospective cohort","17Mar2022","Ad26.COV2.S (Janssen)","excluded","1","final","14+","hospitalization (June-July)","severe","USA",">= 18 years","general pop",81,75,86,NA,"delta","~14 weeks",NA,NA,"USA","USA",93,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"before jan/2021","before Jun/2021","<180","yes","yes","no",2022-03-17,"severe","2022 (Jan-Jun)","Janssen Ad26.COV2.S","Vectored","delta","yes",NA,"Janssen Ad26.COV2.S x 1"
"171",174,"Lytras","Retrospective cohort","14Jun2022","Ad26.COV2.S (Janssen)","included","1","final","14+","intubation","severe","Greece","15-59 years","15-59 years",85,73.9,91.4,NA,"delta","~48 weeks",NA,NA,"Greece","GRC",174,"GRC",19690,2019,"Greece","Europe & Central Asia","High income",3,"Europe",2020-12-29,2021-07-09,2022-01-24,2020-12-23,2020-12-23,6,198,397,"before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2022-06-14,"severe","2022 (Jan-Jun)","Janssen Ad26.COV2.S","Vectored","delta","yes",NA,"Janssen Ad26.COV2.S x 1"
"172",174,"Lytras","Retrospective cohort","14Jun2022","Ad26.COV2.S (Janssen)","included","1","final","6 months","intubation","severe","Greece","15-59 years","15-59 years",91.7,84.4,95.6,NA,"delta","~48 weeks",NA,NA,"Greece","GRC",174,"GRC",19690,2019,"Greece","Europe & Central Asia","High income",3,"Europe",2020-12-29,2021-07-09,2022-01-24,2020-12-23,2020-12-23,6,198,397,"before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2022-06-14,"severe","2022 (Jan-Jun)","Janssen Ad26.COV2.S","Vectored","delta","yes",NA,"Janssen Ad26.COV2.S x 1"
